id,collection,dc.contributor.advisor,dc.contributor.author,dc.date.issued,dc.description.abstract[en_US],dc.description.localcode,dc.description.localcode[en_US],dc.description.sponsorship[en_US],dc.description[en_US],dc.identifier.uri,dc.language.iso[en_US],dc.publisher,dc.publisher[],dc.publisher[en_US],dc.rights.uri[*],dc.rights[*],dc.source.pagenumber[en_US],dc.subject.nsi[en_US],dc.subject[en_US],dc.title.alternative[en_US],dc.title[en_US],dc.type[en_US]
"c020e06a-d057-418d-825d-2006ea64162a","11250/2473194",,"Kvamsdal, Marianne Berge","2022","Formålet med denne oppgaven er å finne ut hvordan uteundervisning brukes, hva den betyr for lærere mot elevers forståelse av faglig og sosial læring og hvilke faktorer som kan påvirke arbeidet med en slik undervisningsform. Ut ifra dette har jeg kommet frem til følgende problemstilling:
Hva betyr uteundervisning for lærere og hvordan brukes uteundervisning som et virkemiddel mot elevenes engasjement og forståelse i naturfag?
Videre vil det bli sett på om forskningslitteratur på området blir brukt av lærerne og om bruken av uteundervisning avtar med stigende klassetrinn og eventuelt hvorfor?
Teoridelen er bygget mye på Frøyland og Remmen og Jordet sine bøker og artikler, som omhandler ett samspillet mellom bruken av klasseromsundervisningen og undervisning utenfor klasserommet. Utvidet klasserom modellen, utviklet av Frøyland og Remmen, er brukt som et rammeverk mot oppgaven. Samtidig er det sammenfallende likheter mellom ulike beskrivelser fra de respektive forfatterne som jeg har plukket ut som komplementerende til hverandre.
Studien er kvalitativ. Spørreskjema og intervju, sammen med observasjon er brukt for å besvare min problemstilling. Spørreskjema og intervju bygger på svar ifra fire lærere fra ulike klassetrinn og skoler, samtidig ble konkrete spørsmål forsket videre på gjennom et kort intervjue med fem ungdomsskolelærere fra andre skoler. Observasjonen tar for seg en utflukt i strandsonen, bestående av sjetteklassinger fra en skole i Vestland fylke.
Gjennom oppgaven er det kommet frem at det å bruke uteundervisning kan gi elevene en opplevelse av faglige sammenhenger i en bredere form enn ordinær undervisning alene. En større bredde gjennom undervisningsarenaer og et tverrfaglig samarbeid kan motivere og interessere flere elever. Både gjennom ulik interesse for ulike fag, men også gjennom å bruke flere sanser og da kunne bidra mer i egen undervisningen. Slik kan elevene også få vise en større arbeidsinnsats i undervisningen, da en arbeidsinnsats er blitt koblet til sammenhengen mellom interesse og engasjement. Dette kan føre til en forståelse av undervisningens verdi for elevene som igjen kan øke deltakelse, kommunikasjon og læringsutbytte.
Samtidig som uteundervisning fører til mange fordeler for elevene, krever den mer av lærere i form av didaktisk kompetanse, ledelses kompetanse og relasjonell kompetanse enn vanlig strukturert klasseromsundervisning. En slik tilnærming trenger da mer tid og øvelse som i denne oppgaven blir påpekt som mangelvare, spesielt hos ungdomsskolelærere. Flere elementer som tid, erfaring og økonomi er fremhevet som argumenter mot mindre bruk av undervisningsformen og som begrensende faktorer. Det blir også synlig gjennom oppgaven at forskningslitteratur på området ikke blir lest.",,"MGUNA550",,,"https://hdl.handle.net/11250/3031585","nob",,,"Høgskulen på Vestlandet","http://creativecommons.org/licenses/by/4.0/deed.no","Navngivelse 4.0 Internasjonal",,,,"Nature as a teaching arena","Naturen som læringsarena","Master thesis"
"a4d974c9-7650-4ddf-ade7-d9d5236f8d23","11250/2473194",,"Iversen, Ingvild Lussand","2022","Kritisk tenkning blir av flere fremmet som en sentral kompetanse å tilegne seg i det 21. århundre. Gjennom Fagfornyelsen blir kritisk tenkning beskrevet som en del av verdigrunnlaget i opplæringen av norske elever (Kunnskapsdepartementet, 2017). Likevel mangler det en konkret beskrivelse av hvordan vi skal arbeide med kritisk tenkning, både i skolen og i naturfaget. I kompetansemålene i faget, både etter 7. trinn og etter 10. trinn, blir kritisk tenkning bare nevnt en gang.
Formålet med denne masteroppgaven handler derfor om å bygge bro mellom tidligere forskning om kritisk tenkning og det som skjer i naturfagsklasserommet. Videre er målet å analysere teorien, finne kjennetegn på kritisk tenkning i naturfaget og til slutt utvikle et verktøy som retter seg mot kartlegging av elevers evne til å tenke kritisk. Analyseverktøyet blir prøvd ut på skriftlig elevarbeid som ble samlet inn basert på 25 deltakende ungdomsskoleelever. Datainnsamlingen foregikk i en undervisningssituasjon der en utvidet FOF-struktur dannet grunnlaget for en skriveramme som elevene arbeidet med. Datamaterialet blir videre analysert basert på en kvalitativ tekstanalyse med analyseverktøyet som rammeverk. Kjennetegnene som ble undersøkt var fordelt under fire hovedkategorier: holdninger, ferdigheter, kunnskaper og kriterier.
Basert på dette diskuteres det hvilke kjennetegn på kritisk tenkning det finnes i naturfaget. I tillegg diskuteres det hvordan utforskende arbeid i FOF-strukturen kan brukes som didaktisk metode i faget i arbeid med kritisk tenkning. Resultatene presenterer analyseverktøyet i sin helhet, ulike elevutsagn og hvordan de passer inn i de ulike kategoriene. Disse blir videre diskutert opp mot teori om kritisk tenkning og opp mot mål for opplæringen i den norske skolen. Noen utsagn er vanskelig å plassere i kategorier og noen av disse er videre samlet under det jeg har valgt å kalle handlingskompetanse. Jeg vurderer om handlingskompetanse er noe som mangler, både i teori om kritisk tenkning, men også i mitt eget analyseverktøy. Avslutningsvis presenteres det tanker og ideer rundt videre utvikling av analyseverktøyet, og hvordan det kan brukes i utvikling av min lærerpraksis og i mitt framtidige lærerkollegium.",,"MGUNA550",,"Fakultet for lærerutdanning, kultur og idrett","https://hdl.handle.net/11250/3031565","nno",,,"Høgskulen på Vestlandet","http://creativecommons.org/licenses/by/4.0/deed.no","Navngivelse 4.0 Internasjonal",,,,"Critical Thinking in Science Education","Kritisk tenkning i naturfagsklasserommet: Hvilke kjennetegn på kritiske tankeprosesser finnes det i naturfag? Hvordan kan skriftlig elevarbeid i en styrt utforskende aktivitet brukes ved kartlegging av elevers evne til kritisk tenkning i naturfag","Master thesis"
"36af768f-4927-4fe0-9e78-bef290154c03","11250/2473194",,"Sørelv, Astrid Winnem","2022","Gjennom Fagfornyelsen av 2020 ble fokuset rettet mot dybdelæring. Her skulle det gjennom de nye læreplanene legges bedre til rette for å forstå sammenhenger, for å kunne overføre det man har lært til nye sitasjoner og mer tid til å lære bedre (Utdanningsdirektoratet, 2020). Gjennom de nye læreplanene for naturfag etter 10.trinn fikk energibegrepet en større rolle. Begrepet gikk fra å være nevneverdig i to av 35 kompetansemål ved forrige læreplan (LK06), til å nå nevnes direkte i fire av 22 kompetansemål. Energibegrepet er i seg selv et abstrakt begrep, som har forskjellig betydning i hverdagsspråket kontra det naturfaglige språket, noe som kan skape utfordringer for elever (Angell et al., 2019). Med Fagfornyelsen og nye læreplaner kom det også nye tilrettelagte lærebøker. Kvaliteten av lærebøkene vil være viktig med tanke på at de ofte blir tatt i betraktning som en kilde til kunnskap, og deres sentrale plass i skolen (NIFU, 2015).
Formålet med denne studien har vært å undersøke hvordan de nye lærebøkene i naturfag på 9.trinn legger opp til dybdelæring gjennom energibegrepet. En kvalitativ innholdsanalyse ble benyttet for å undersøke tre nye lærebøker i naturfag for 9.trinn (Naturfag 9, Solaris 9 og Element 9). Videre ble de relevante funnene diskutert i lys av relevant teori om dybdelæring, energibegrepet og lærebøker.
Funnene av analysen peker på at energibegrepet spiller en vesentlig rolle i lærebøkene. Begrepet er å finne i overkant av 20% av alle lærebøkenes hovedtekst, er tildelt et eget kapittel, men blir også tatt for seg på tvers av andre kapitler og gjennom varierte temaer. Presentasjon av teorier og definisjoner dominerer innholdet i lærebøkenes tekst. I to lærebøker blir dette i større grad satt i sammenheng av kjent kontekst eller konkrete eksempler, mens den ene læreboken bærer et større preg av abstrakte tilnærminger i møte teorien og definisjonene. Energi blir benyttet direkte i sammenhengene begreper som ulike former for energi. Begrepet kommer også indirekte til syne gjennom nærliggende begreper. Av dette er det variasjoner fra lærebok til lærebok hvor mange antall ulike former for energi og antall nærliggende begreper for energi som presenteres, og hvor ofte de blir satt i sammenheng med hverandre. Det blir i liten grad lagt opp til å koble innholdet i teksten til elevenes erfaringer og forkunnskaper. Lærebøkene legger også i mindre grad opp til å sette den naturfaglige bruken av energibegrepet opp mot hvordan begrepet anvendes i hverdagen.",,"MGUNA550",,"Fakultet for lærerutdanning, kultur og idrett,
Institutt for idrett, kosthold og naturfag","https://hdl.handle.net/11250/3031577","nob",,,"Høgskulen på Vestlandet","http://creativecommons.org/licenses/by/4.0/deed.no","Navngivelse 4.0 Internasjonal",,,,"The concept of energy in light of “Fagfornyelsens” commitment to in-depth learning A content analysis of three new textbooks in science education","Energibegrepet i lys av Fagfornyelsens satsing på dybdelæring. En innholdsanalyse av tre nye lærebøker i naturfag","Master thesis"
"b80271ea-f7eb-4512-b748-8720e5c6a0e1","11250/2473194",,"Sæbø, Erlend","2022","Dialogiske tilnærminger til læring har blitt et viktig fokusområde i pedagogisk forskning de siste 40 årene, hvor det har blitt lagt vekt på elevers dialog i grupper, så vel som lærerstyrt dialog (Howe & Abedin, 2013). Ved å lære elever opp til å ha en konstruktiv dialog i gruppearbeid kan det være en svært effektiv læringsmetode for elever (Rojas -Drummond & Mercer, 2003; Light & Littleton, 2009) Denne oppgaven har som mål å undersøke dialogen til grupper med lærerstudenter i naturfag som gjennomfører et praktisk undervisningsopplegg i geologiundervisning. Målet med oppgaven er å finne svaret på følgende problemstilling
Hva kjennetegner dialogen til to grupper med lærerstudenter som deltar i en utforskende undervisningsaktivitet i geologiundervisning som del av sin lærerutdanning?
Datamaterialet er hovedsakelig lydopptak av studentenes dialog som ble samlet inn i samarbeid med TRELIS-prosjektet (Teachers research literacy for science teaching). Det er en kvalitativ casestudie som bruker to rammeverk for å analysere dialogen til studentene i gjennomføringen av læringsaktiviteten, samt et rammeverk for å undersøke hvilke typer ytringer studentene brukte i gjennomføringen av undervisningsopplegget. Det første rammeverket i analysen av dialogen til studentene er basert på Neil Mercers tre dialogtyper (Mercer N. , 1996). Det andre rammeverket er basert på dialogtypene i Stein Dankert Kolstøs modell for dialogtyper og dobbel refleksjonsbevegelse (Kolstø, 2016). Rammeverket for fokusområdene i studentenes dialog ble utviklet ut ifra tematiske trekk som ble identifisert i analysen av studentenes dialog.
Funnene i studien viser at studentene hadde en høy grad av utforskende dialog, men at oppgavens utforming påvirket det faglige innholdet i dialogen negativt. Av Kolstøs dialogtyper var det relativt jevn fordeling av aktiverende, idégenererende og uttestende (ut-testende) dialog i de ulike delene av undervisningen, mens det forekom svært lite avklarende dialog. Det var en konsekvens av manglende tilgang til støttestrukturer i gjennomføringen av læringsaktiviteten. Oppgaven la ikke til rette for prosess- og begrepsorienterte ytringer som har et høyt faglig nivå, fordi at det oppsto en misforståelse av lærerens instruksjoner før studentene startet med aktiviteten. Utformingen av dette undervisningsopplegget legger ikke til rette for faglig diskusjoner.",,"MGUNA550",,"Grunnskolelærer 5-10.trinn, Naturfag (Mguna-550) Fakultet for lærerutdanning, kultur og idrett Institutt for idrett, kosthold og naturfag","https://hdl.handle.net/11250/3031563","nob",,,"Høgskulen på Vestlandet","http://creativecommons.org/licenses/by/4.0/deed.no","Navngivelse 4.0 Internasjonal",,,,"Dialogue analysis as a method for evaluating inquiry-based learning activities in science education","Dialog som verktøy for å evaluere utforskende læringsaktiviteter i naturfag","Master thesis"
"0a6fd952-6722-4fdf-a794-a26d0abb2e68","11250/2473194",,"Helland, Hilde","2022","I de siste tiårene har praktisk arbeid fått et større fokus i læreplanen. Flere tidligere studier har undersøkt effekten av praktisk arbeid, hvor læreren har vært i sentrum. Elevenes perspektiv på praktisk arbeid har derimot ikke fått det samme søkelyset. Det var derfor ønskelig å undersøke hvordan elever opplever arbeidsmetoden. Denne oppgaven søker å belyse praktisk arbeid i naturfag sett fra elevenes perspektiv.
Formålet med denne masteroppgaven er å undersøke hvilke opplevelser elever har med praktisk arbeid i naturfag som har vært positive. Studien benytter seg av et kvalitativt forskningsdesign, hvor tegning benyttes som data. Studiens problemstilling er «Hvilke opplevelser har elever med praktisk arbeid i naturfag?». I studien forskes det på barneskoleelever og deres opplevelser av praktisk arbeid i naturfag. Det var 37 barneskoleelever som bidro med tegninger til dette studie, hvor de fikk i oppgave å tegne en situasjon de har hatt med praktisk arbeid som de opplevde var positiv. Tegning er ikke en etablert forskningsmetode innenfor naturvitenskapelig område. Metodens potensiale blir derfor diskutert gjennom oppgaven.
Fra studien kommer det frem at elevene kan uttrykke sine følelser og opplevelser med tegning som middel. På bakgrunn av dette har jeg fått innsikt i elevenes erfaringer, og hva de fremhever fra positive opplevelser de har hatt med praktisk arbeid. Fra studiens resultater kommer det frem at elevers positive opplevelser med praktisk arbeid knyttes til enkelte aktiviteter, samt aktivitetenes lokasjon. Forsøk og feltarbeid både i klasserommet og ute i naturen var de aktivitetene som ble fremmet av flest elever. Videre ble det funnet at elever opplever arbeid både individuelt og sammen med andre som positivt. Det ble også funnet at flere elever legger vekt på et naturfaglig fenomen i stedet for aktiviteten, noe som kan tyde på at aktiviteten i seg selv ikke nødvendigvis er det viktigste for at elevene får positive opplevelser.",,"MGUNA550",,"Fakultet for lærerutdanning, kultur og idrett","https://hdl.handle.net/11250/3031591","nob",,,"Høgskulen på Vestlandet","http://creativecommons.org/licenses/by/4.0/deed.no","Navngivelse 4.0 Internasjonal",,,,"Students experience of practical work in school science","Elevers opplevelse av praktisk arbeid i naturfag","Master thesis"
"2e7aabd6-d5d1-4cb7-ac2c-8ff054fb4972","11250/2473194",,"Barm, Eline||Solheim, Camilla Hjartholm","2022","Samfunnets økende behov for gode beslutningstakere krever at skolen og naturfaget kontinuerlig søker å fremme kompetanse innen kritisk tenkning. I samarbeid med forskningsprosjektet TRELIS undersøker denne masteroppgaven et undervisningsopplegg der naturfag-lærerstudenter diskuterer komplekse problemstillinger tilknyttet energiproduksjon. Undervisningsopplegget består av to deler der studentene diskuterer henholdsvis i rolle og ute av rolle. Der studentene diskuterer i tildelte roller er oppgaven å overbevise motparten om rollens tildelte standpunkt. Ute av rolle diskuterer de med utgangspunkt i egne meninger og oppgaven er å komme frem til konsensus. Denne masteroppgaven har til hensikt å besvare følgende problemstilling:
Hvordan uttrykkes kritisk tenkning i naturfag-lærerstudenters ytringer i argumenterende dialog tilknyttet en sosiovitenskapelig kontrovers?
Studien benytter kvalitativ metode ved å analysere observasjonsdata fra undervisningsopplegget. Dataene suppleres med en spørreundersøkelse besvart av studentene i etterkant av undervisningen. Studien identifiserer 15 ytringer som i ulik grad uttrykker kritisk tenkning. Funnene viser forskjeller i fordeling av ytringer i dialogene der studentene er i og ute av rolle. Studentene uttrykker i større grad kritiske uenighetsytringer og stiller større andel spørsmål når de skal overbevise. Når de skal komme frem til konsensus benytter de betydelig mer ukritiske enighetsytringer. I hele undervisningsopplegget benytter studentene lite kritiske integrerende ytringer. Studien antyder at argumenterende dialog om en sosiovitenskapelig kontrovers i ulik grad fremmer kritisk tenkning. Dette avhenger av hvordan dialogene struktureres samt studentenes kunnskaper og ferdigheter.",,"MGUNA550",,"Fakultet for lærerutdanning, kultur og idrett","https://hdl.handle.net/11250/3031557","nob",,,"Høgskulen på Vestlandet","http://creativecommons.org/licenses/by/4.0/deed.no","Navngivelse 4.0 Internasjonal",,,,"Critical thinking in argumentative dialogue","Kritisk tenkning i argumenterende dialog","Master thesis"
"fe8bccd0-2a8c-4e39-9a4b-9818875371c3","11250/2473194",,"Røttingen, Vegard Vik","2022",,,"MGUNA550",,"Denne masteroppgaven, Utforskende naturfag - Et kritisk blikk på begrepet å utforske i læreplanen i naturfag (LK20), er en kvalitativ studie som har belyst den nye læreplanens utstrakte bruk av begrepet å utforske. Fagfornyelsen og Kunnskapsløftet LK20 fremmer betydningen av begrepet og tilknyttede arbeidsprosesser for elevers evner til å lære både kunnskap og ferdigheter. Fremtidens lærere trenger derfor kunnskap og kompetanse rundt denne tematikken. Denne oppgaven retter et kritisk blikk mot læreplanens fremstilling av begrepet, og dreier seg om følgende problemstilling:
Hvordan blir verbet 'å utforske' fremstilt i læreplanen i naturfag og hvordan støtter denne fremstillingen opp om Fagfornyelsens satsing på utforskning?
Undersøkelser av denne problemstillingen førte til disse fire hovedfunnene:
1. Læreplanen i naturfag mangler eksplisitt definisjon av å utforske
2. Det er uklart hvorvidt andre begreper brukt i tilknytning til å utforske bidrar definerende
3. Utdanningsdirektoratets hjelpefunksjoner for læreplanen er løsrevne fra selve teksten
4. Uklart sammenfall mellom Utdanningsdirektoratets definisjon av å utforske, og nøkkelmodeller for utforskende arbeidsmåter
Det er særlig det første funnet nevnt her som bærer mest tyngde. Dette stammer fra studiens kvalitative innholdsanalyse av å utforske, slik begrepet fremstår i læreplanen som full tekst. Varianter av begrepet i verb-, substantiv-, adjektiv- og adverb-form forekommer 134 ganger i læreplanen. Det beskrives kun eksplisitt i en løsrevet hjelpefunksjon om man åpner læreplanen i nettleser.
Basert på den skisserte teorien, analyse av læreplanen, og vurdering av øvrige funn, konkluderer denne teksten med at læreplanens vektlegging og bruk av begrepet å utforske mangler tydelighet. Masteroppgaven hevder avslutningsvis at Fagfornyelsen og læreplanens vektlegging av utforskning, rettferdiggjør en tydeligere formidling av begrepets reelle tyngde.","https://hdl.handle.net/11250/3031589","nob",,,"Høgskulen på Vestlandet","http://creativecommons.org/licenses/by/4.0/deed.no","Navngivelse 4.0 Internasjonal",,,,"Inquiring science – A critical view on inquiry in the Norwegian science curriculum (LK20)","Utforskende naturfag - Et kritisk blikk på begrepet å utforske i læreplanen i naturfag (LK20)","Master thesis"
"b174c534-e475-4315-9051-3f40e05aee85","11250/152233",,"Blindheim, Silje Køppen||Nordby, Emilie","2022","Formålet med denne studien var å undersøke hvordan lærere tilpasser opplæringen for elever med lese- og skrivevansker. Vi valgte å benytte oss av en kvalitativ tilnærming. Datamaterialet er hentet inn gjennom seks kvalitative intervjuer med lærere, samt observasjon i deres klasserom. Informantutvalget består av seks lærere fra fem forskjellige skoler, som arbeider på 1.-5. trinn. To av lærerne i utvalget arbeider på en dysleksivennlig skole. Resultatene fra studien viser at lærerne i informantutvalget tilpasser opplæringen for elever med lese- og skrivevansker på ulike måter gjennom sin pedagogiske praksis. Undersøkelsen konstaterer variasjon i hvilke tilrettelegginger som gjøres, samt graden av dem. Studien belyser lærernes bruk av undervisningsmetoder, pedagogisk- og organisatorisk differensiering og digitale verktøy. Det kommer frem i resultatene at lærerne i større grad tilpasser på gruppenivå, heller enn individnivå. Undersøkelsen viser også forskjeller i tilgangen de ulike informantene har på ulike digitale verktøy. Videre presiseres det i undersøkelsen at manglende tilrettelegging for elever med lese- og skrivevansker kan gi store konsekvenser for elevene det gjelder. Samtlige lærere i informantutvalget understreker viktigheten av at elevene jevnlig kartlegges, slik at eventuelle vansker oppdages tidlig og tiltak kan igangsettes. I tillegg nevnes lærerens evaluering av egen undervisning som viktig for å kunne sikre en god tilrettelegging, med en positiv effekt på elevens utbytte av opplæringen. Tid og ressurser fremheves i studien som to av de største utfordringene lærerne opplever å møte når de skal tilpasse opplæringen for elever med lese- og skrivevansker. Lærerne forteller om en travel skolehverdag hvor det å tilrettelegge for elever med lese- og skrivevansker er utfordrende da tiden de har til rådighet er liten. Videre gjør også få ressurser i klasserommet det vanskelig å kunne gi så god tilrettelegging som de selv ønsker. Studien belyser dermed viktigheten av lærerens kompetanse, mulighet og tid til å tilpasse opplæringen for elever med lese- og skrivevanske.",,"MGBSP550",,"GLU 1-7 spesialpedagogikk
MGBSP550 Masteroppgave Vestlandsklasse
Fakultet for lærerutdanning, kultur og idrett
Institutt for pedagogikk, religion og samfunnsfag
16.05.2022","https://hdl.handle.net/11250/3014175","nob",,"Høgskulen på Vestlandet",,"http://creativecommons.org/licenses/by/4.0/deed.no","Navngivelse 4.0 Internasjonal","115",,"Tilpasset opplæring||lese- og skrivevansker||tilrettelegging||samarbeid||utbytte","«I wish that teachers know that I can’t write so much». Adapted education for students with reading and writing  difficulties","«Jeg kunne ønske at lærere vet at jeg ikke kan skrive så mye». Tilpasset opplæring for elever med lese- og skrivevansker","Master thesis"
"af100d5a-5cd5-4ffe-900f-a97d49b7e003","11250/2473194",,"Grøndahl, Lotte Malterud","2022","I oppgaven undersøkes hvordan en moderne friluftslivskultur konstitueres for, og av jenter. Konteksten for undersøkelsen er lagt til Sogndal. En bygd der både jenter og gutter, studenter og forelesere, kommunen og private næringsforetak, samles omkring det bratte, moderne friluftslivet, og da spesielt skikjøring. Friluftslivskulturen kan ses på som et sosialt konstruert fenomen i stadig forandring, knyttet til den tid og sted det inngår i. Videre plasseres oppgavens tematikk i sen-moderniteten, som kjennetegnes av «frihet», ved at institusjoner mister grepet om folks livsførsel, og tradisjoner får mindre betydning. Konsekvensen av friheten resulterer i en samtid der det tilbys få faste forankringspunkter, og individet tvinges til å ta valg mellom mange muligheter. I oppgaven blir friluftslivet forstått i lys av dette tidsbildet, og det anlegges et diskursperspektiv som rettes inn mot å undersøke hvilke enigheter og «tatt-for-gitt-heter» informantene produserer sin erfaring innenfor, og i sammenheng med. Informantenes utsagn er produsert i kvalitative personlige intervju som metodisk strategi, for å få tilgang til detaljene i interaksjonsformene som bidrar til å skape og reprodusere diskursen, og subjektiveringsprosesser som inngår i å delta i aktivitetene. Språket blir slikt sett analyseobjektet, som ses på som det som former og opprettholder diskursen innenfor, og om det moderne, bratte friluftslivet, som informantene er med på å forme gjennom sin deltakelse i aktivitetene ski/frikjøring, klatring og stisykling. De transkriberte intervjuene har jeg videre analysert og satt i sammenheng med kontekstene utsagnene inngår i. Som kontrast til sen-modernitetens raske forandringer og individualistiske kultur, står naturen og «friluftslivet» frem som en arena for å realisere en alternativ identitet, gjennom at det assosieres med noe legitimt, sunt og nyttig. Aktivitetene i oppgaven kan regnes som friluftsliv, i lys av at intensjonen og meningen med aktivitetene som friluftslivsbegrepet, tar sikte på naturopplevelse og miljøforandring. Samtidig er heller ikke friluftslivet unntatt tiden det inngår i. Moderniteten og dens konsekvenser har også følger for, og forandrer både praktiseringen av, og språkbruken knyttet til friluftslivet. At kvinner «finner seg til rette» i historisk sett fullstendig mannsdominerte felt, og at utstyrs- og teknologiutvikling «flytter inn» resulterer både i et bredere spekter av friluftslivsaktiviteter som tiltrekker mange, men også et friluftsliv som favoriserer enkelte væremåter, kunnskaper og ferdigheter som oppgaven vil belyse. Funnene er organisert i fem kapitler der friluftslivskulturen i Sogndal fremstår som et sted der prestasjoner på ski og «å komme seg ut», teller mer enn skoleprestasjoner og utseende. Jentene i denne undersøkelsen viser at stisykling, klatring og spesielt skikjøring er en viktig og betydningsfull dimensjon for hverdagen, og særlig inngår i spørsmålet om hvem de ser seg selv som. Like fullt, finnes paradokser og ambivalenser i deltakelsen. Det populære, bratte friluftslivet fungerer både inkluderende og mangfoldig, med sykt gira jenter som gønner og opplever gledesrus, men samtidig opplever at det er krevende å pushe grenser, benytte seg av de alltid tilgjengelige forholdene, og å holde følge på høyt nivå med stadig flere å sammenligne seg med. I en verden der «alt dreier seg om sånne ting» er fokuset på ferdigheter fremtredende, og jentene er dypt involverte i form av tidsbruk, økonomiske og «psykiske og fysiske» ressurser. Dermed er friluftslivet som konstitueres på den ene siden svært livsberikende, ved at de erfarer mestring og opplevelser de ikke kan tenke seg å være foruten. På den andre siden ses aktivitetene på som en prestasjonsplattform for å pushe grenser og som en arena for å skaffe sosial kredibilitet og anerkjennelse",,,,"Master i Idrettsvitenskap 
Fakultetet for lærerutdanning, kultur og idrett
Institutt for idrett, kosthold og naturfag
Innleveringsdato: 31.05.19","https://hdl.handle.net/11250/3032901","nob",,"Høgskulen på Vestlandet",,"http://creativecommons.org/licenses/by/4.0/deed.no","Navngivelse 4.0 Internasjonal","107",,"Friluftslivskultur||jenter||kvinner||moderne friluftsliv||sosiologisk teori||kjønn","Super Stoked Girls – A discourse theoretical study of a  modern outdoor life culture","Sykt gira jenter – Et diskursteoretisk studie av en moderne  friluftslivskultur","Master thesis"
"ccd41f1e-dea1-4398-9d02-62e9a1a7c897","11250/152233",,"Kalsås, Sture Sagevik","2022","Formålet med denne masteroppgaven er å bidra til økt forståelse av krisekommunikasjon, hva som kjennetegner god krisekommunikasjon og medias rolle under kriser. Denne studien ønsker å belyse hvordan norske helsemyndigheter kommuniserte våren 2020, og hvordan media forholdt seg til myndighetenes kommunikasjon. Våren 2020 blinket varsellampene hos norske helsemyndigheter og koronakrisen var et faktum. Koronapandemien ble i løpet av kort tid den mest omtalte saken i norske medier noensinne. Myndighetene tok i bruk foreliggende planer og prinsipper for god krisekommunikasjon. Journalister måtte påta seg flere roller som følge av krisen. I studien ble det benyttet kvalitativ metode, der hensikten var å oppnå økt forståelse. Forskningsarbeidet var eksplorerende og mange av valgene ble tatt underveis ettersom ny kunnskap ble tilført. Kildematerialet i analysen var pressemeldinger fra myndighetene og avisdekningen til Aftenposten, BT og VG fra 6.mars til 8.april 2020. Dette har blitt lest, tolket og analysert i lys av teori. Medias respons i avisdekningen var mest givende for å få innsikt i hvordan norske helsemyndigheter håndterte krisekommunikasjon våren 2020. Funn i fra studien viste at myndighetenes kommunikasjon var i tråd med foreliggende planer og prinsipper for god krisekommunikasjon. Da krisen ble et faktum førte det til endring i kommunikasjonen hos myndighetene. Myndighetene valgte å ta i bruk krisekommunikasjon og pandemiplanen i håndteringen av krisen. Denne ble benyttet og førte til at myndighetene reagerte og opptrådde på en hensiktsmessig måte. Et annet funn i studien viste at avisene speilet og formidlet myndighetens råd og strategi. Mediene i Norge inntok også rollen som kritikere og utgjorde en kritisk opposisjon.",,"MGBSA550",,"Sture Sagevik Kalsås
Master i samfunnsfagsdidaktikk
Fakultetet for lærerutdanning, kultur og religion
Kandidatnummer: 419
Emnekode: MGBSA550
Innleveringsdato: 16.05.2022","https://hdl.handle.net/11250/3054127","nob",,"Høgskulen på Vestlandet",,"http://creativecommons.org/licenses/by/4.0/deed.no","Navngivelse 4.0 Internasjonal","111",,"krisekommunikasjon||koronakrisen||norske helsemyndigheter||kommunikasjon","When	Norway	shut	down: A study of crisis communication  and the role of media during the corona crisis in the spring of  2020","Da	Norge	stengte	ned: En studie av krisekommunikasjon  og medias rolle under koronakrisen våren 2020","Master thesis"
