id,collection,dc.contributor.advisor,dc.contributor.author,dc.contributor.author[],dc.date.issued,dc.description,dc.description.abstract,dc.description.abstract[en_US],dc.identifier,dc.identifier.uri,dc.language,dc.language.iso[en_US],dc.publisher,dc.publisher[en_US],dc.rights.holder[en_US],dc.source.pagenumber[en_US],dc.subject.nsi[en_US],dc.subject[en_US],dc.title,dc.title[en_US],dc.type,dc.type[en_US]
"b227b963-ed54-4b7e-8189-229882a07f76","11250/2732887","Torgersen, Glenn-Egil. ","Aasheim, Aslaug Merete Gjersund",,"2023",,"Denne masteravhandlingen har til hensikt å undersøke og produsere ny kunnskap angående hvordan et gjensidig skole-hjem samarbeid kan utvikles. Valg av tema har sin bakgrunn i min tidligere erfaring som kontaktlærer i skolen, hvor skole-hjem samarbeidet viste seg å ha en stor innvirkning. Og med bakgrunn i dette ble det utarbeidet følgende problemstilling;


«Hvordan utvikle et gjensidig skole-hjem samarbeid?»



Med utgangspunkt i problemstillingen, og en sosiokulturell tilnærming, ble det gjennomført et kvalitativt intervju, med både lærere og foreldre som informanter. Intervjuet åpner for muligheten til at informantene kan ytre hvilke faktorer de mener er knyttet opp mot gjensidighet i skole-hjem samarbeid. Hensikten med å representere både skole og hjem informanter, er for å skape et bredere perspektiv på samarbeidet.



Et godt skole-hjem samarbeid kan være avgjørende for å skape gode nok tilrettelegninger for utvikling, og læring for elevene. Det er lovbestemt at læreren har ansvaret for å ta initiativ, og tilrettelegge for at samarbeidet kan fungere til barnets beste (Drugli & Nordahl, 2016). På samme tid har hjemmet et overordnet ansvar for oppdragelsen og oppfølgingen av barnet, og med dette også et ansvar for å etterstrebe barnets beste.



Gjennom bruken av en tematisk analyse, blir det empiriske datamaterialet delt inn i fem temaer. Dette er temaer, som i sammenheng med de teoretiske rammene, skaper en forståelse av kompleksiteten knyttet til samarbeidet mellom skole og hjem. Denne forståelsen er tett knyttet opp mot besvarelsen på studien sine fem forskningsspørsmål, og problemstilling.



Funn viser at informantene har en felles forståelse av viktigheten knyttet til skole-hjem samarbeidet, men at det er uklare linjer til hvilke forventninger, og ansvar som tilhører de enkelte parter i samarbeidet. Det kommer derfor tydelig fram i studien at samarbeidet burde være preget av en gjensidig åpenhet mellom partene, og at det burde opparbeides en tillit som sannsynlig vil føre til et samarbeid preget av ærlighet.||",,"no.usn:wiseflow:6794206:55219972","https://hdl.handle.net/11250/3080786","nob",,"University of South-Eastern Norway",,,,,,"Gjensidighet knyttet til skole-hjem samarbeidet.",,"Master thesis",
"b2fd8b3f-11be-4cd0-bb41-2e0d9ed37b83","11250/2732887","Murtnes, Åsve","Snortheimsmoen, Hege||Hønnåshagen, Nina",,"2022","Full text not available","Oppgavens hensikt er å belyse hvordan kroppsøvingslærere kan bruke skolenes uteområder for å lage en mer variert undervisning, men også hvordan elever og kroppsøvingslærere sammen kan se flere muligheter i uteområdet. Problemstillingen stiller spørsmål om hvilke potensialer elever og lærere aktualiserer i skolens uteområder i kroppsøving. Bakgrunnen for oppgaven er læreplanen i kroppsøving fra 2020 som skal gjøre faget mindre idrettsrettet og at elevene i større grad skal inkluderes i undervisningen gjennom elevmedvirkning. Tidligere forskning viser at kroppsøvingsundervisningen i stor grad foregår innendørs og dette var også et poeng i begrunnelsen for valget av tema i denne oppgaven.



Oppgaven er forankret i teorien til Gibson (2014a) om affordances og handler om mulighetene som er tilgjengelig i et område. Affordancene blir senere delt inn i potensielle og aktualiserte affordances (Kyttä, 2002). De potensielle affordancene er uendelig mange i et gitt uteområde og de aktualiserte affordancene er de mulighetene som er tatt i bruk i uteområdet. Forskningsdesignet i oppgaven er aksjonsforskning og av metoder brukes observasjon og intervju.



Forskningen er gjennomført på to skoler, en i by og en i bygd. Funn fra forskningen viser at kroppsøvingslærerne på byskolen er misfornøyde med eget uteområde og at kroppsøvingslærerne på bygdeskolen er fornøyde. Likevel er kroppsøvingslærerne på begge skolene dårlige på å variere mellom hvilke deler av uteområdet de bruker og derfor aktualiseres få av de potensielle affordancene i uteområdene. Kroppsøvingslærerne har også lett for å følge livsformen til miljøet de underviser i, noe som betyr at kroppsøvingslærerne har lett for å gjøre det samme som andre har gjort tidligere i undervisning og i planlegging. For å kunne aktualisere flere affordances i uteområdene viser funn at kroppsøvingslærerne må bryte ut av livsformen ved skolen og endre planleggingen av undervisningen. Kroppsøvingslæreren forstår elevenes involvering i planleggingsfasen som hjelp til å se potensielle affordances i uteområdene og lærerne vil bruke elevmedvirkning i større grad. Elevene på begge skoler er godt fornøyd med uteområdet og ser i tillegg flere potensielle affordances. Funn fra forskningsoppgaven viser at variasjon i bruk av de ulike delene av uteområdet er viktig for elevens oppfatning av faget.||",,"no.usn:wiseflow:6607847:50700180","https://hdl.handle.net/11250/3014488","nob",,"University of South-Eastern Norway",,,,,,"Kroppsøving utendørs: Aktualisering av potensielle affordances i skolens uteområde i kroppsøving",,"Master thesis",
"bc15b3e3-7742-46d7-b845-d067e58c7660","11250/2732887","Lindquist, Hein","Melhus, Anne Lise||Leirmo, Stine",,"2022",,"I elevundersøkelsen fra 2019 til dd, og ungdataundersøkelsen fra 2020, viser resultater at stadig flere elever på mellomtrinnet rapportere om redusert motivasjon, mestring og trivsel. Elevsamtaler er arenaer der elever kan være med å påvirke egen skolehverdag, og kan komme med tilbakemeldinger til lærer om hvordan de opplever skolen. Elevsamtaleskjemaer brukes ofte av skoler som forberedelse på og hjelpemiddel til å lede elevsamtalen. I vår undersøkelse har vi hentet inn skjemaer fra 4. - 7. trinn og studert hvordan elevsamtaleskjemaer tar for seg områder som trivsel, motivasjon og mestring. 

Gjennom problemstillingen; Hvordan vektlegger samtaleguider for elevsamtaler samtaletema og hvordan kan guidene bidra til å strukturere en samtale som kan redusere elevers mistrivsel og motivasjon? har vi i denne studien sett at alle skjemaene tar opp temaer som direkte eller indirekte kan knyttes til problemstillingen og formålet med denne oppgaven. 

Studien vår viser at selv om alle skjemaene er lagt opp forskjellig og gir ulik grad av muligheter for eleven å bruke skjemaene som en reell påvirkning på egen skolehverdag, vil alle skjemaene favne begrepene motivasjon og mestring, trivsel, selvoppfatning, relasjoner og elevmedvirkning som vi ønsket å undersøke. Vi ser gjennom studien at alle skjemaene eksplisitt eller implisitt ber elevene om informasjon om alle de aktuelle begrepene studien tar opp. 

Alle skjemaene har sine styrker og svakheter og er lagt opp på ulik måte med ulik intensjon for bruk. I vår studie kan vi ikke si noe om hvordan skjemaene faktisk blir brukt, men har hatt fokus på hvordan de er bygget opp og kan virke som støtte for samtalene. Hvordan skjemaene blir brukt avhenger av læreren eller lærergruppen som bruker det. Et skjema utpeker seg som det som gir best rom for elevmedvirkning, og er det som ivaretar elevens interesser på best mulig måte. Det fører nødvendigvis ikke til at det er det skjemaet som er det beste verktøyet når skjemaene skal brukes i en samtale i etterkant.





Nøkkelord: Elevsamtaleskjema, elevsamtale, motivasjon, mestring, trivsel, selvbilde, relasjon.||",,"no.usn:wiseflow:6608167:50637878","https://hdl.handle.net/11250/3014458","nob",,"University of South-Eastern Norway",,,,,,"Elevsamtaler, relasjoner, trivsel og motivasjon - Hvordan ivaretar elevsamtaleskjemaer relasjoner, trivsel og motivasjon, og hvordan kan disse brukes til å bedre elevsamtaler",,"Master thesis",
"bc85e3ab-e0bc-44be-aed0-b490004c1284","11250/2732887","Sveinung Nordstoga","Berg, Aden Edvard Nybøen",,"2024",,"Formålet med denne oppgaven er å undersøke dystopisk ungdomslitteratur i lys av hva som gjør denne sjangeren attraktiv for unge lesere og videre utforske hva slags styrker sjangeren har å by på i sammenheng med litteraturundervisningen innenfor norskfaget, derfor har oppgaven følgende problemstilling: Dystopiens potensial - Hva gjør dystopien attraktiv for unge lesere, og hva slags styrker har den dystopiske ungdomslitteraturen i undervisningssammenheng?

Bakgrunnen for oppgaven er forankret i ungdomsdystopiens popularitet. I og med at ungdom tilsynelatende finner dystopisk litteratur attraktivt, oppstår det rom for spørsmål knyttet til hvordan man som lærer kan dra nytte av dette innenfor litteraturundervisningen.

Oppgaven inneholder en kvalitativ forskningsmetode i form av litterær analyse. Objektet for analyse er to dystopiske romaner: Fluenes Herre (1954) av William Golding og Dødslekene (2008) av Suzanne Collins. Bakgrunnen for valg av analysemateriale ligger i Dødslekenes rolle for ungdomsdystopisjangerens popularitet, i tillegg til Fluenes Herres stilling som klassisk litteratur.

Funnene viser at dystopisk ungdomslitteratur er attraktiv for unge lesere gjennom spennende handlingsforløp, klare budskap, relevans og identifikasjon, i tillegg til litteraturens evne til å frembringe en følelsesmessig respons. Videre viser også funnene at dystopisk litteratur inneholder et didaktisk potensial innenfor undervisningssammenheng gjennom muligheter til å utvikle leselyst, muligheter for refleksjon rundt tekstene og sjangertrekkene som kommer til syne, i tillegg til at det oppstår et danningspotensial knyttet til dystopiens evne til å involvere seg i samtidsaktuell tematikk, refleksjon rundt verdier og moralske spørsmål, og en utvikling i forhold til medmenneskelighet og respekt for andre mennesker. I sammenheng med dette indikerer funnene at litterære samtaler er en hensiktsmessig tilnærmingsmetode for dystopisk ungdomslitteratur innenfor litteraturundervisningen.||",,"no.usn:wiseflow:7071776:58315212","https://hdl.handle.net/11250/3142473","nob",,"University of South-Eastern Norway",,,,,,"Dystopiens potensial - Hva gjør dystopien attraktiv for unge lesere, og hva slags styrker har den dystopiske ungdomslitteraturen i undervisningssammenheng?",,"Master thesis",
"bd80f53d-1c76-4a05-83b4-728df4a5806d","11250/2732887","Hoffmann, Andrea","Janvin, Regine",,"2023",,"Denne masteravhandlingen forsker på elevers utvikling av forståelse knyttet til brøk og desimaltall. Formålet er å finne ut av om konkretiseringsarbeid og dybdelæring kan fremme en relasjonell forståelse for en mindre gruppe elever knyttet til brøk og desimaltall. Deltakerne er seks elever på 7.trinn som ønsket å delta, da de så på brøk og desimaltall som et utfordrende tema. 

Bakgrunnen for avhandlingen er å kunne skape bedre læringsutbytte for elever som strever med matematikk. Flere elever strever med matematikk og synes det kan være utfordrende å følge den ordinære undervisningen. Matematikk kan være et abstrakt fag, og møtet med brøk kan virke meningsløst og fjernt. I denne studien støtter jeg meg på Skemp (1978) sin teori om instrumentell og relasjonell forståelse. Han la frem at skolen oftest har vært styrt av en instrumentell undervisning, men at elever får et større utbytte av å bygge opp en relasjonell forståelse i matematikk. Det er satt lys på misoppfatninger for å fange opp om elevene har en utviklet begrepsforståelse eller ikke knyttet til brøk og desimaltall. Videre kommer Ojose (2015), Tokle et al. (2018) og Petit et al. (2010) sine beskrivelser av utfordringer og misoppfatninger elever kan ha knyttet til brøk og desimaltall frem. Her presenteres det typiske svar elevene kan gi fra seg, dersom de ikke har en utviklet begrepsforståelse. Dette ligger til grunn for min undersøkelse om å øke elevers forståelse slik at de kan komme nærmere og utvikle en relasjonell forståelse. 

For å kunne svare til problemstillingen, ble det gjennomført en interaksjon i aksjonsforskning. Jeg arbeidet tett på elevene og gjorde endringer etter elevenes behov underveis. Det ble gjennomført nye undervisnings metoder for å kunne fremme læring. Prosjektet startet med en diagnostisk test for å kartlegge hvilke misoppfatninger elevene hadde. En lignende diagnostisk test ble holdt i siste økt av prosjektet for å kartlegge elevenes utvikling av forståelse. Elevenes læringsrom sto i fokus, og undervisningen ble tilpasset etter hva elevene lærte best av. Undervisningen bestod av varierende arbeidsmetoder hvor elevene møtte ulike konkreter knyttet til brøk og desimaltall. Tilpasninger ble gjort etter elevers behov, slik at alle kunne få best mulig læringsutbytte. 

Studiens hovedfunn viser at konkretiseringsarbeid gjør det lettere for elever å knytte det abstrakte innenfor matematikken til noe som beskriver hva det abstrakte betyr. Dette kommer til syne gjennom elevenes møte med konkretiseringsoppgavene, samt forklaringer de utgir underveis som viser til en økt forståelse og tilnærming til en relasjonell forståelse. Funnene viser også at utviklingen av forståelse varierer ut fra hver enkelt elev. Dette viser også at studien ikke kan svare til om den stemmer for hele populasjonen, men den kan vise til en positiv virkning av konkretisering og effekten av arbeid med en mindre gruppe.||Title: “I don`t get fractions” – A qualitative research of students’ development of relational understanding of fractions and decimal numbers.

This thesis research students’ development of understanding related to fractions and decimal numbers. The purpose of this study is to find out whether concrete material work and in-depth learning can promote a relational understanding for a smaller group of students, related to fractions and decimal numbers. The participants consist of six pupils in the 7th grade, who wanted to participate, as they thought fractions and decimal numbers were a challenging topic.

The reason behind this thesis is to be able to create a better learning environment for students who struggle with mathematics. Several students who struggle with mathematics find it difficult to keep up with the ordinary classes. Mathematics can be an abstract subject, and the encounter with fractions can seem meaningless. In this study, I rely on Skemp (1978) theory about instrumental and relational understanding. He pointed out that schools often leaned on instrumental teaching, but that pupils get a greater benefit from building a relational understanding in the mathematical feal. Misconceptions have been highlighted in ordered to capture whether the participants have a developed understanding of the conception of fractions and decimal numbers. Furthermore, Ojose (2015), Tokle et al. (2018) and Petit et al. (2010) presents a description of the challenges and misconceptions students may have related to fractions and decimal numbers. They present the typical answers students may give if they don’t have a developed understanding of the concept. This is the background for this research of student’s understanding, so they can get closer to developing a relational understanding.

In order to be able to answer the question, I carried out an interaction in action research. I worked with the students’ and made changes according to the students’ needs along the way. New teaching methods were implemented in order to promote learning. The project started with a diagnostic test to find out which misconceptions the students had. And in also ended with a similar diagnostic test to see the students’ development of understanding. The students’ learning was in focus at all time, and the teaching techniques were formed after how the students’ learned. The teaching consisted of varying methods where the students worked with different concretes related to fractions and decimal numbers. Changes were made according to the student’s needs, so that everyone could get the best possible learning outcome.

The study’s main findings show that concretization makes it easier for students to link the abstract within mathematics to something that describes the meaning of the abstract material. This becomes apparent through the students’ encounter with the concretization tasks, as well as the explanations the students have given along the way that can show an increased understanding and approach to a relational understanding. The findings also show that the development of understanding varies according to each individual student. This also shows that the study cannot answer whether it will apply to the entire population. But it can show a positive effect of concretization and the effect of working in a smaller group.",,"no.usn:wiseflow:6834698:55225059","https://hdl.handle.net/11250/3079651","nob",,"University of South-Eastern Norway",,,,,,"""Jeg skjønner meg ikke på brøk"" - En kvalitativ undersøkelse av elevers utvikling av relasjonell forståelse knyttet til brøk og desimaltall.",,"Master thesis",
"be9f1a7d-71ab-4d2f-93a6-280dd1d8f30c","11250/2732887","Lund, Johan Ludvik","Johansen, Sondre Efteland",,"2023",,"Gjennom masterstudiet i grunnskolelærerutdanningen har begrepet bevegelsesglede vært et gjennomgående begrep. Dette er et begrep som har fascinert meg og som jeg anser som viktig for lysten til å delta i bevegelse. Derimot har jeg aldri konkret fått vite hva begrepet omhandler og hva som må til for at noen skal oppleve bevegelsesglede.



Oppgaven er forankret i tre perspektiver på bevegelsesglede presentert i Ingulfsvann (2021, s. 40-44); Det idrettspsykologiske perspektivet, det sosiokulturelle perspektivet og det eksistensielle perspektivet. Kontekst og teorigrunnlag er forankret i ulike styringsdokumenter og tidligere forskning knyttet til temaet rundt bevegelsesglede. På bakgrunn av dette ønsket jeg å finne ut hva dette begrepet omhandler og hva som faktisk må til for at elever på ungdomsskolen skal oppleve bevegelsesglede. Derav problemstillingen «Hva gir bevegelsesglede hos ungdomsskoleelever?» Overordnet del av LK20 tar for seg begrepet bevegelsesglede i form av at det skal være en del av opplæringen i møte med estetiske og fysiske utfoldelser (Utdanningsdirektoratet, 2019d). De øvrige styringsdokumenter påpeker også at bevegelsesglede er en sentral del av kroppsøvingsfaget gjennom fagets relevans og sentrale verdier der fokus er på å stimulere til bevegelsesglede (Utdanningsdirektoratet, 2019b). Kjerneelementene i læreplanen tar for seg begrepet bevegelsesglede og trekker sammenheng med kroppslæring og dens rolle i bevegelsesglede (Utdanningsdirektoratet, 2019c). Studien tar utgangspunkt i Fusk-rapporten utarbeidet av Vinje et al (2023), der det poengteres at 81,4 % av elever opplever bevegelsesglede.



Tilnærmingen til oppgaven er gjennom to fokusgruppeintervjuer med 4 stykker på hver gruppe. Det er tatt utgangspunkt i 10. klassinger som tidligere har deltatt på spørreundersøkelsen knyttet til FUSK. Gjennom studien skal det forskes på mennesker og gjøre fortolkning på dem, og på bakgrunn av det tar jeg utgangspunkt i en ideografisk tilnærming innenfor hermeneutikken i henhold til (Kvarv, 2021, s. 89; Mikalsen & Lyngstad, 2021, s. 60-62; Sæle & Hallås, 2020, s. 274). Valget falt på en slik tilnærming da det var ønskelig å la elevene diskutere temaer som de muligens ikke hadde dyptgående kunnskaper om, slik at spørsmålene ble grundigere besvart og jeg fikk frem elevenes personlige oppfattelser (Tjora, 2021, s. 37). Gjennom å benytte meg av fokusgruppeintervjuer oppfattet jeg at jeg fikk en del gode funn som svarte godt på min problemstilling.



Resultatene viser at elevene har mange tanker rundt bevegelsesglede, og på flere områder er det bred enighet knyttet til definisjon og hva som må ligge til grunn for at de skal oppnå bevegelsesglede. En gjentakende presisering er at alle assosierer gøy med bevegelsesglede. Ellers tyder funnene på at det er individuelle forskjeller når det kommer til hva som skaper bevegelsesglede, der både fysiologiske og sosiale faktorer avgjør om elever opplever bevegelsesglede. Det var flere interessante funn knyttet til kjønnsforskjeller der noen av guttene mente kjønn var en avgjørende faktor for å oppleve bevegelsesglede, noe som jentene ikke var enig i. Jentene fokuserte mer på selvbildet og bekledning som innvirkning på bevegelsesglede. Avslutningsvis utdypes det at det hadde vært interessant å fortsette å utforske kjønnsforskjellene for å tydeliggjøre innvirkning det hadde på bevegelsesglede.||",,"no.usn:wiseflow:6834696:54494318","https://hdl.handle.net/11250/3074807","nob",,"University of South-Eastern Norway",,,,,,"«Jeg får bevegelsesglede når vi har mange forskjellige idrettsaktiviteter, fordi da har vi mye bevegelse»",,"Master thesis",
"c004a76b-72dc-4d97-8021-865edc8f08a6","11250/2732887","Frøjd, Ylva","Ingvaldsen, Åse Linnea Bang",,"2024",,"I denne masteroppgaven nærleses Drømmen om et tre med problemstillingen: På hvilke måter er Maja Lundes roman Drømmen om et tre en økokritisk roman? Siktemålet for masteroppgaven er å undersøke romanens økokritiske perspektiver og drøfte didaktiske implikasjoner.

For å besvare problemstillingen har jeg benyttet økokritisk nærlesning som metode. Analysen viser at romanen har en overordnet økosentrisk holdning til naturen, og et tydelig økosentrisk budskap. Samtidig viser også romanen menneskets grunnleggende antroposentriske holdninger. Romanen har flere didaktiske muligheter gjennom «tomme rom» i teksten og handlingens tematikk og budskap. Det som kan være en didaktisk utfordring ved romanen er dens dystopiske fremstilling, når målet skal være å engasjere elevene til en bærekraftig fremtid, ikke ta motet fra dem.

Nøkkelord: bærekraftig utvikling, økokritikk, norskfaget, nærlesning, roman, fagdidaktikk||In this master’s thesis is the novel Drømmen om et tre closely read with the issue: In what ways is Maja Lunde’s novel Drømmen om et tre an ecocritical novel? The aim of the master’s thesis is to investigate the novel’s ecocritical perspectives and discuss didactic implications.

To answer the issue, I have used ecocritical close reading as a method. The analysis shows that the novel has an overall ecocentric attitude towards nature, and a clear ecocentric message. At the same time, the novel also shows the basic anthropocentric attitude in humans. The novel has several didactic possibilities through “empty spaces"" in the text, and in the plot's theme and message. What can be a didactic challenge about the novel is its dystopian presentation, when the aim should be to engage the students in a sustainable future, not discourage them.

Keywords: sustainable development, ecocriticism, Norwegian subject, close reading, novel, subject didactics",,"no.usn:wiseflow:7071776:58315185","https://hdl.handle.net/11250/3141919","nob",,"University of South-Eastern Norway",,,,,,"Er det håp for fremtiden?",,"Master thesis",
"c0185bed-76dd-4e6b-8667-7eb61f7c4aef","11250/2732887","Roos, Merethe","Eidet, Karl Petter",,"2024",,"Denne studien undersøker hvordan tverrfaglighet har blitt gjennomført i ungdomsskolen. Læreplanen 2020 gjorde tverrfaglighet til et høyaktuelt tema for lærerne. Nå skulle tre utvalgte temaer være overgripende i all fagundervisning og et mye brukt utsagn var at «elevene skal lære mer om mindre» (NOU 2015:8, 2015; UDIR, 2020d). Det var i hvert fall ideen til Ludvigsen-utvalget da de kom med sin andre utredning i 2015 (NOU 2015:8, 2015). Mange lærere begynte fortløpende å integrere tverrfaglighet inn i sin undervisning, men det ble fort tydelig at tverrfaglighet kunne bety veldig mye (Bolstad, 2021).

For det har seg slik at tverrfaglighet ikke har en klar felles definisjon, det har heller ikke dybdelæringsbegrepet som Ludvigsen-utvalget også la mye vekt på (NOU 2015:8, 2015; Østern et al., 2019). Dette har derimot ikke stoppet noen fra å bruke begge begrepene, og selv om alle nå jobber etter samme læreplan så har «tverrfaglig undervisning» blitt veldig mye forskjellig (Bolstad, 2021).

Studien ser på prosessen som gjorde at et så viktig begrep som «tverrfaglighet» ikke ble konkretisert i læreplanen og kun blir beskrevet på forskjellige måter. Videre undersøker studien hvordan den tverrfaglige undervisningen faktisk har blitt, og om lærerne har klart å nå noen av målene med tverrfaglig undervisning, som blant annet dybdelæring. Underveis i studien utforskes, forklares og konkretiseres begreper og læringsteorier som utgjør kunnskapsgrunnlaget i samfunnsdiskusjonen om hva som er tverrfaglighet.

Gjennom et intervju av ungdomsskolelærere får vi et innblikk i hvordan det er å jobbe med den nyeste læreplanen (UDIR, 2020d). Har de klart å få det til å fungere, og hva har de måttet gjøre for å lykkes? Har de gitt opp ut av frustrasjon eller kanskje pandemien i 2020 gjorde at de aldri fikk startet? Og selvfølgelig er det spennende å se om elevene er fornøyde, vi gjør tross alt dette for deres beste. Husket vi å knytte bærekraftig utvikling opp mot kompetansemålene i matte? Bli med på en reise for å se hvordan tverrfaglighet har blitt løst i ungdomsskolen!||",,"no.usn:wiseflow:7071754:59659761","https://hdl.handle.net/11250/3144307","nob",,"University of South-Eastern Norway",,,,,,"Tverrfaglighet i ungdomsskolen – et kunnskapsgrunnlag",,"Master thesis",
"c01d9c04-e658-4148-aa10-c6dfc0750459","11250/2732887","Jensen, Line||Bjørnstad, Thor Christian","Vigdal, Ola",,"2024",,"Dette er en kvalitativ studie som vil dreie seg om hvordan lærere velger å legge opp undervisningen i historie-delen av samfunnsfag. Formålet med studie er å se hvordan lærere legger opp undervisningen innenfor temaet andre verdenskrig og hvordan de bruker læring gjennom historier som verktøy. Det er gjennomført en observasjon på ungdomstrinnet, som er analysert og diskutert. For å besvare problemstillingen, bruker jeg disse forskningsspørsmålene: 1) I hvor stor grad benytter lærerne seg av praktiske undervisningsmetoder med inspirasjon av Storyline i undervisningen? 2)Hvordan kan lærerne se elevenes utvikling av historiebevissthet over en gitt periode, ut fra valgte undervisningsmetoder? 3)Hvordan skaper lærerne interesse rundt undervisningen? For å besvare disse forskningsspørsmålene diskuterer jeg teori opp mot funnene i observasjonen, der hvor konklusjonen på forskningsspørsmålene er at lærere bruker tett oppfølging til elevene, variasjon i undervisningsmetodene og kreative løsninger for å sikre læringsutbytte hos elevene, samt det å kunne måle elevenes kunnskapsnivå.||",,"no.usn:wiseflow:7071754:59633495","https://hdl.handle.net/11250/3142896","nob",,"University of South-Eastern Norway",,,,,,"Storyline som verktøy for læring gjennom historie og roller",,"Master thesis",
"c0ec850a-ddeb-4275-a2ee-4a16ed3af8f6","11250/2732887","Roll-Hansen, Hege||Bornholdt, Kerstin","Nerland, Jonas",,"2022",,"Denne oppgaven forsøker å besvare og belyse følgende problemstilling: «Hvordan kan man bruke historiske filmer i undervisningen for å fremme læring og kritisk tenkning hos eleven, og på hvilken måte kan historiske filmer brukes mer aktivt inn mot læring enn det det gjøres i skolen i dag?». For å komme frem til et svar og en konklusjon på problemstillingen har jeg brukt teori og funn fra tidligere forskning, jeg har intervjuet samfunnsfaglærere, observert og gjennomført et undervisningsopplegg jeg har konstruert, og analysert og drøftet funnene jeg har gjort opp mot teorien fra teorikapittelet.



Teorien oppgaven min baserer seg på er hentet fra ulike forfattere. Flere av forfatterne belyser viktigheten av å ta en av hovedkildene til historiebevissthet som mennesker møter i hverdagen, nemlig historiske spillefilmer og tv-serier, og sette den i en læringssituasjon for å utnytte læringspotensialet som ligger i denne læringsressursen. For å få et læringsutbytte og historisk kunnskap ut av en historisk spillefilm må man utvikle forståelse av kontekst, historiebevissthet og historisk empati.



Masteroppgaven bruker kvalitativ forskning og en metode i skjæringspunktet mellom aksjonsforskning og designbasert forskning. Det er gjennomført semi-strukturerte intervjuer med fem samfunnsfaglærere på samme trinn ved samme skole om bruken av historisk spillefilm som læringsressurs og kilde, og disse fem har sammen med meg gjennomført et undervisningsopplegg jeg har skapt rundt temaet andre verdenskrig og filmen «Max Manus» i klassene sine. Etter undervisningsopplegget har lærerne igjen blitt intervjuet for å komme med sine synspunkt på forskningen.



Resultatet viser at film som læringsressurs ikke benyttes like mye som for eksempel andre læringsressurser, men at alle lærerne ser potensialet i denne ressursen. Funn fra forskningen viser også at flere av elevene utviklet kritisk tenkning, historiebevissthet, historisk empati, ble nysgjerrige på historien og ønsket å undersøke og lære mer om temaet etter endt undervisningsopplegg. I tillegg favnet også denne typen opplegg antatt svakere elever. Derfor er det rom for å si at denne måten å tenke undervisning på bør bli vanligere i norske klasserom.||",,"no.usn:wiseflow:6607582:50762206","https://hdl.handle.net/11250/3014522","nob",,"University of South-Eastern Norway",,,,,,"Bruken av historiske filmer i klasserommet",,"Master thesis",
"c20bd61d-94f6-49a2-98b6-20b8ebd7496b","11250/2732887","Lund, Johan Ludvik ","Ljosland, Morten Rem",,"2024",,"«Kroppsøving er et sentralt fag for å stimulere til livslang bevegelsesglede og til en fysisk aktiv livsstil ut fra egne forutsetninger (Utdanningsdirektoratet, 2020a). Denne setningen inspirerte meg til å utforske hvordan elevene forstår og opplever bevegelsesglede i kroppsøving. Winther (2014) beskriver bevegelse som et samspill mellom kroppens fysiske og psykiske faktorer som skaper en helhetlig forståelse av kroppen i bevegelse (Winther, 2014, s. 5-6). Det digitaliserte samfunnet beveger seg mot mer individualisering og ungdommen kjenner på press fra ulike kanter, som forsterker deres psykiske utfordringer (Ungdata, 2020: Madsen, 2018: Bakke, 2022). Digitalisering, kombinert med mye stillesitting både på skolen og fritiden, gjør det utfordrende å fremme fysisk helse (Helsedirektoratet, 2020). Forskning viser at økning av fysisk aktivitet har stor effekt på ungdommens læring og skolemiljø (Kolle et al. 2019). I tillegg fører økt fysisk aktivt i skolen mindre sykdom og bedre psykisk helse (Helsedirektoratet, 2020). Folkehelse og livsmestring har fått mer plass i skolen, som skal være med på å fremme både fysisk og psykiske helse (Utdanningsdirektoratet, 2020c). Dette studiet benytter en teoretisk tilnærming av tre ulike perspektiver av bevegelsesglede: Det Idrettspsykologiske, det sosiokulturelle og det eksistensielle perspektivet (Ingulfsvann, 2021, s. 40-45). Disse perspektivene skal hjelpe få innblikk i elevenes personlige opplevelser og følelser rundt bevegelsesglede. For å belyse problemstillingen ble det gjennomført 9 kvalitative intervjuer med 9 elever ved 10. trinn fordelt på to ungdomsskoler. I analysen blir det benyttet en fenomenologisk og hermeneutisk fremgangsmåte av den innsamlede data ved bruk av Hastie og Glotova (2012) sin 6-trinns analysemodell.

Studiets funn viser at det sosiale aspektet er en stor del av elevenes opplevelse av bevegelsesglede. Lærerens avgjørende rolle for å påvirke denne opplevelsen er å legge til rett for aktiviteter som lagaktivteter, gi anerkjennelse og skape muligheter for mestring. Dette styrker elevenes indre motivasjon. De fleste elevene utrykker at aktiviteten har mye å si, og spesialt fremmer lagidretter bevegelsesglede ved samarbeid og felles mål om å vinne. Noen elever opplever også at oppnåelsen av en høy karakter påvirker deres bevegelsesglede. Engasjerte og gøy kroppsøvingstimer inspirere elevenes til å fortsette en fysisk aktiv livsstil.||",,"no.usn:wiseflow:7057762:59723276","https://hdl.handle.net/11250/3138661","nob",,"University of South-Eastern Norway",,,,,,"En kvalitativ studie om bevegelsesglede blant elever på 10.trinn",,"Master thesis",
