id,collection,dc.contributor.advisor,dc.contributor.author,dc.date.issued,dc.description,dc.description.abstract,dc.description.abstract[en_US],dc.description[en_US],dc.identifier,dc.identifier.citation[en_US],dc.identifier.uri,dc.language,dc.language.iso[en_US],dc.publisher,dc.publisher[en_US],dc.rights.holder[en_US],dc.rights.uri[*],dc.rights[*],dc.source.pagenumber[en_US],dc.subject.nsi[en_US],dc.subject[en_US],dc.title,dc.title[en_US],dc.type,dc.type[en_US]
"8365cefb-2c4f-487e-ac12-99e214aecbb8","11250/3034394","Laxdal, Aron Gauti","Jordhøy, Robin||Kooshan, Arash","2022",,"Kroppsøvingsfaget blir ofte omtalt som et fag uten klar struktur (Crum, 2017; Kirk, 2010), med elever som anser faget som en arena der de kan få en pause fra det faglige skolelivet. For å styrke fagets legitimering som et læringsfag og elevenes mestring er det nødvendig å ha kunnskap om strategier for læring og utvikling. Få studier har undersøkt om elever utvikler selvregulering i kroppsøvingsfaget. Studiens hensikt var derfor å undersøke hvorvidt elever utvikler selvregulering over tid i kroppsøvingsfaget. Kjønn, idrettsdeltakelse og interesse for faget ble i tillegg ansett som nødvendige variabler å undersøke. 

Utvalget bestod av totalt 696 kroppsøvingselever fordelt på 10. trinn, VG1, VG2 og VG3 i Sør- og Sørvest-Norge. Kjønnsfordelingen for utvalget utgjorde 317 gutter og 377 jenter. Datainnsamlingen baserte seg på en tverrsnittsundersøkelse, der kvantitative data ble samlet inn ved bruk av et elektronisk spørreskjema som baserte seg på Motivated Strategies for Learning Questionnaire (Pintrich & De Groot, 1990), en tilpasset underskala for måling av selvregulering i en kroppsøvingskontekst. Analysene som ble gjennomført innebærer parametriske tester som independent samples t-test og One-Way Analysis of variance.

Funnene indikerte at elevenes grad av selvregulering ikke utvikler seg fra 10.trinn til tredje år på videregående. Likevel tydet resultatene på at elevene selvregulerer sin læring til en viss grad. Det ble funnet forskjell i grad av selvregulering mellom de som driver med idrett og de som ikke driver med idrett, der idrettsdeltakelse ser ut til å ha en positiv sammenheng med selvregulering. Samtidig ble det funnet positiv sammenheng mellom tilfredsstillelse av kroppsøvingsfaget og selvregulering. Videre viste resultatene at gutter selvregulerte i større grad enn jentene. Ingen forskjell ble funnet i grad av utvikling av selvregulering mellom de ulike aldersgruppene hverken hos guttene eller hos jentene.

Ettersom studiens funn indikerer at elevene utvikler selvregulering til en neglisjerbar grad i kroppsøving, kan funnene belyse den allerede kjente oppfattelsen av faget som en arena med mangelfull forekomst av læring og utvikling, og forsterker argumentasjoner om at selvregulering bør fasiliteres og fremmes i større grad. 

Nøkkelord: kroppsøving, selvregulering, utvikling.||",,,"no.uia:inspera:106933773:20450673",,"https://hdl.handle.net/11250/3036596","",,"University of Agder",,,,,,,,"Selvregulering i kroppsøving - En kvantitativ studie om hvorvidt elever utvikler selvregulering over tid",,"Master thesis",
"84cd6be2-ff41-436a-aed5-e3829a221f82","11250/3034394","Erdmann, Susan Lynn","Alsaker, Kristine","2022",,"A wealth of research has been conducted on integrating music into the second language classroom, and most studies have shown that songs positively impact English language learning. Although the effectiveness of songs as language-learning tools has long been recognized, few studies have examined their potential for learning English content. The aim of the present study was to examine Norwegian middle school teachers’ and students’ attitudes and pedagogical beliefs toward the use of songs to teach history, culture, and society in the English subject. Furthermore, a case study using action research techniques was carried out to investigate students’ and teachers’ experiences of using protest songs to learn about the struggle for civil rights in the United States. The classroom research was conducted in two Year 10 middle school English classrooms located in southern Norway and extended over seven lessons during a three-week period. A mixed-methods approach was used in order to answer my research questions, and three primary methods of inquiry were used: (i) individual semi-structured interviews with two English teachers, (ii) text analysis of 50 student journals, and (iii) an online survey completed by 154 middle school English teachers. The results show that both teachers and students believe that songs should be incorporated into the English classroom as a pedagogical practice to enhance student learning. Furthermore, the findings suggest that songs can serve as valuable teaching tools for helping students learn about the history, culture and society of English-speaking countries. Not all students found this method of learning enjoyable or educational, and the thesis also examines the reasons for these reactions. In addition, the results indicate that some English teachers lack competence in using songs and that there is a need to focus more on how songs can be used pedagogically to teach content material in the English subject.||",,,"no.uia:inspera:107666473:23915847",,"https://hdl.handle.net/11250/3036545","",,"University of Agder",,,,,,,,"Using Songs to Teach History, Culture, and Society in the English Classroom: Student and teacher experiences of using protest songs from the 1950s and 1950s to learn about the struggle for civil rights in the United States",,"Master thesis",
"863e3e6e-368b-496b-b5b7-a6a2ec1e7b88","11250/3034394",,"Nesheim, Katrine Sirnes","2023",,,"I denne masteroppgaven undersøker jeg hvordan spillet Minecraft kan være et verktøy og en arena for å møte, oppleve og lære om samisk samtidskunst i skolen. Det belyses også hva som kan gå tapt og oppstå i overføringen fra fysisk verk til digitalt spill. Gjennom a/r/tografisk tilnærming og urfolksmetodologi har jeg utviklet et undervisningsopplegg i Minecraft med utgangspunkt i kunstverket Illegal Spirits of Sápmi (2022) av Anders Sunna. Verksanalyse og intervju med kunstneren, samt teori om dekolonisering og ubehagets pedagogikk, legger grunnlag og føring for utformingen av undervisningsopplegget og videre drøfting om didaktiske potensialer og aktualisering av samiske perspektiver i skolen. Undersøkelsens resultat viser at nye kunstformidlingssituasjoner i skolen er nødvendig for inkludering og aktualisering av samisk samtidskunst som engasjerer elever. Minecraft kan bidra til tilgjengeliggjøring av samisk kunst hvor elever er aktive og delaktige med den. Mitt undervisningsopplegg er ikke en erstatning av det fysiske verket, men en ny dimensjon til det. Ubehag gjennom oppgavens tematikk og bildets motiv har vært virkemiddel for bevisstgjøring og lærerike samtaler, både hos meg selv, og for elever og lærere.","Master´s thesis in Teacher Education, level 5-10, University of Agder, Faculty of Humanities and Education, 2023",,"Nesheim, K.S. (2023)  Samisk kunst i Minecraft. Møtet mellom samisk samtidskunst og Minecraft, og de didaktiske muligheter som oppstår.","https://hdl.handle.net/11250/3126295",,"nob",,"University of Agder","© 2023  Katrine Sirnes Nesheim","http://creativecommons.org/licenses/by-nc-nd/4.0/deed.no","Attribution-NonCommercial-NoDerivatives 4.0 Internasjonal","84 s.","VDP::Humaniora: 000::Arkitektur og design: 140::Prosjekterings‑ og formgivningsmetodikk: 143","KH501",,"Samisk kunst i Minecraft  Møtet mellom samisk samtidskunst og Minecraft, og de didaktiske muligheter som oppstår.",,"Master thesis"
"874fa0ce-7699-44e7-b14d-08c94e79a74a","11250/3034394","Jeppesen, Morten","Mysen, Mads Ianssen||Johnsen, Erik Fløystad","2022",,"Målet med oppgaven er å undersøke hvordan nyutdannede samfunnsfaglærere opplever overgangen fra studie til arbeid. For å finne ut av dette, har vi gjennomført seks kvalitative semi-strukturerte intervjuer av nyutdannede samfunnsfaglærere. Undersøkelsen ble gjort ansikt-til-ansikt, der intervjuobjektene fikk spørsmål om hvordan de opplevde overgangen på fem forskjellige punkter. De følgende punktene var faglig, pedagogisk, didaktisk, praksis og annet. Målet med de fem forskjellige deltemaene var å finne ut i hvilken grad de følte seg forberedt på forskjellige aspekter innenfor disse. Bakgrunnen for å kategorisere det på denne måten var for å se om vi kunne finne noen sammenhenger i hva intervjuobjektene følte seg forberedt og uforberedt på. 

Gjennomføringen av analysen ble gjort i form av en trestegs prosess for fenomenologiske analyser, og ved hjelp av denne kom vi fram til flere spennende funn. Kort oppsummert så har denne prosessen ledet til en rangering av de fem deltemaene i overgangsprosessen fra godt til dårlig forberedt. Her kommer det fram at samfunnsfaglærerne føler seg godt forberedt på de faglige og didaktiske sidene ved lærerarbeidet, da det er bred enighet at dette er noe samtlige var klare for. I mellomsjiktet mellom godt og dårlig forberedt ligger det pedagogiske samt praksiserfaring. Disse to skiller seg ut ved at svarene fra informantene varierer, bakgrunnen for denne variasjonen har vi kommet fram til at skyldes ulik arbeidserfaring tilegnet seg på egenhånd før eller under studiet. Dårligst forberedt viser det seg at informantene var på bolken som omhandler annet, der det utenomfaglige i skolen inngår. Her peker samtlige av intervjuobjektene til manglende eller ingen erfaring, og denne delen av overgangen fra studie til arbeid oppleves derfor for mange som et praksissjokk. Et tilleggsfunn som ble belyst i løpet av intervjuprosessen, som ikke var planlagt på forhånd var tema om mentorordningen. Mentorordningen spiller en viktig rolle i å hjelpe de nyutdannede samfunnsfaglærerne med å takle overgangen bedre, da de får veiledning på de områdene de føler seg mindre forberedt på. Til tross for at intervjuobjektene belyser at dette er en svært viktig faktor som nyutdannet, viser det seg at ikke alle blir tilbudt denne ordningen. Det gjenstår mye å forske på i det fagfeltet som oppgaven berører, og det hadde vært særlig interessant å se et videre studie av hvordan overgangen til de lærerne av det nye femårige utdanningsløpet oppleves. 

Nøkkelord: Nyutdannede lærere, overgang fra studie til arbeid, praksissjokk, utenomfaglig arbeid, erfaring, mentorordning.||",,,"no.uia:inspera:110161899:22531257",,"https://hdl.handle.net/11250/3036576","",,"University of Agder",,,,,,,,"Hvordan opplever nyutdannede samfunnsfaglærere overgangen fra utdanning til arbeid? En kvalitativ studie av seks læreres erfaringer",,"Master thesis",
"877f25e5-3f1f-40b2-9083-7d833746dcb7","11250/3034394","Garshol, Lenka","Gulli, Ida Martine Sunne","2022",,"Research into the field of code-switching and language use in the Norwegian English foreign language classroom has been scarce, and with no official recommendations of language use in Norwegian schools, practices vary from school to school, and teacher to teacher. Even rarer are studies into the perspectives and thoughts amongst pupils on the subject. This mixed method study investigates pupils’ perspectives on the use of L1 during L2 teaching in Norwegian lower secondary school. The aim is to uncover pupils’ thoughts on L1 use and their opinions on when Norwegian can be applied naturally or as a necessity into English teaching. Additionally, the research questions sought to disclose factors that may influence the language choices made by pupils during English lessons. 
	
To answer the research questions, a mixed method study comprised of an online questionnaire, completed by 156 pupils attending lower secondary school, and in-depth semistructured interviews with 15 pupils attending the 10th grade were conducted. A total of six schools volunteered for the study, five for the quantitative part (questionnaire) and one for the qualitative part (interviews). 

The result of the study suggests that Norwegian is quite commonly used amongst Norwegian pupils during English foreign language lessons, and that they find it both useful and natural for L1 to be applied for certain contexts, i.e., it is natural or necessary for Norwegian to be used when they are provided with information not related to the subject, when the teacher explains an assignment, when working with new vocabulary or grammar, or when collaborating in pairs and groups. However, it seems the main reason behind the extensive use of L1 amongst pupils can be improved as they report the reason to be because it feels unnatural to speak English, or that it is simply easier to answer using Norwegian. Other reasons behind L1 are more easily forgiven, i.e., pupils are uncomfortable with pronunciation, they use Norwegian because the rest of the pupils do, or due to limitations in vocabulary. Moreover, the results imply that the language used by other members of class, as well as the teacher, has a significant impact and influence on the language choices made by the pupils. In other word, Norwegian should be used judiciously and there needs to be some thought behind it.||",,,"no.uia:inspera:107666473:22728500",,"https://hdl.handle.net/11250/3036542","",,"University of Agder",,,,,,,,"Investigating the use of L1 in the L2 classroom: A mixed method study on pupils’ perspective on the use of Norwegian in English teaching",,"Master thesis",
"8b4a2064-9db7-4fbe-bf01-0c8c89d79208","11250/3034394","Erdmann, Susan Lynn","Sæbø, Susanne","2024","Full text not available","This thesis explores how teachers in primary and secondary schools in Agder implement digital tools to support pupils’ ESL writing skills. The study investigates the digital tools the teachers use, how these are used in the classroom, and the teachers’ reflections about the use of digital tools to teach English. Through a short-longitudinal panel design, combining non-participant observations and semi-structured interviews, this study gathered data from five teachers from two different schools in Agder. 

The findings reveal that the teachers frequently use digital tools to support the pupils’ ESL writing and employ a wide range of tools for a variety of writing, grammar, and vocabulary activities. The teachers found digital tools to increase engagement, provide greater learning opportunities, and support the pupils’ composing processes and language development. However, the teachers also experienced challenges related to distractions, pupils’ user skills, and limited teacher training and support in developing their digital competence. 

This study’s implications suggest that digital tools can be effective in supporting ESL writing but that teachers require more guidance and supportive resources for effective implementation. Furthermore, the results emphasize the role of teacher reflection and teacher competence and provide relevant insights into the teachers’ practices.||",,,"no.uia:inspera:286817238:50296399",,"https://hdl.handle.net/11250/3172175","eng",,"University of Agder",,,,,,,,"Digital Tools Used to Support Writing Skills in the ESL Classroom",,"Master thesis",
"8b699961-c009-4874-9211-ce04f67a7c6f","11250/3034394","Reid, David Alexander","Sjøen, John Arild||Mørck, Magne Karsten","2023","Full text not available","I 2019 fikk skolen ny læreplan, og med denne ble det innført kjerneelementer som er de viktigste og mest sentrale ferdighetene elevene skal lære i faget (Utdanningsdirektoratet, 2019). Resonnering og Argumentasjon er et av disse (Kunnskapsdepartementet, 2019). Ifølge læreplanen handler dette om at elever skal forstå at matematiske regler og resultater har klare begrunnelser og ikke er tilfeldige. De skal også begrunne fremgangsmåter, resonnementer og løsninger, og bevise at disse er gyldige (Kunnskapsdepartementet, 2019, s. 3). Forskning viser at tekstbøker har stor påvirkning på undervisningspraksisen, og blir brukt aktivt av lærere (Lepik et al., 2017; Mullis et al., 2008). Målet med denne studien er å se hvor ofte ord knyttet til Resonnering og Argumentasjon benyttes i norske matematikkbøker for 8.-10. trinn, og å kunne trekke frem noe som kjennetegner oppgaver som gir mulighet for Resonnering og Argumentasjon. Forskningsspørsmålene vi ønsker å besvare i denne studien er: 1) I hvilken grad bruker norske matematikklærebøker for 8.-10. trinn ord knyttet til Resonnering og Argumentasjon slik som det er beskrevet i kjerneelementet? og 2) Hva karakteriserer matematikkoppgaver som gir muligheter til Resonnering og Argumentasjon slik som det er beskrevet i kjerneelementet? Jeannotte og Kieran (2017) forklarer at resonnering ikke har en universal betydning, da det ikke alltid er klart hva resonnering består av. I denne studien har vi lagt læreplanens forklaring til grunne. Reid (2022) peker på at læreplanen legger opp til deduktiv resonnering, dette støttes av Valenta og Enge (2020), som i tillegg trekker frem at bevis skal påvirke all matematikkundervisning. Bevis kan ifølge Stylianides (2007) forklares som et matematisk argument som består av sammenhengende sekvenser for eller mot en påstand som tar hensyn til elevgruppens kunnskap og forståelse. For å besvare forskningsspørsmålene har vi gjennomført en todelt dokumentanalyse hvor vi i første omgang har gjennomført et overflatisk digitalt ordsøk for å se i hvilken grad ord knyttet til Resonnering og Argumentasjon brukes. I den grundige analysen ble noen identifiserte oppgaver analysert ved bruk av et modifisert rammeverk basert på Miyakawa og Shinno (2021), for å identifisere hva som karakteriserer oppgaver relatert til Resonnering og Argumentasjon.
Funnene fra den overflatiske analysen viser at ord knyttet til Resonnering og Argumentasjon finner sted 2685 ganger i de analyserte lærebøkene, og det er en forskjell i hvilken grad søkeordene forekommer. Funnene fra den grundige analysen indikerer at oppgaver som gir muligheter for Resonnering og Argumentasjon ofte er utfordrende, legger opp til deduktiv resonnering og at de baserer seg på forklarende bevis. Vi håper og tror at denne studien kan være nyttig for forskere, lærere, tekstbokforfattere og forlagene som har interesse for Resonnering og Argumentasjon.||",,,"no.uia:inspera:143765519:34451091",,"https://hdl.handle.net/11250/3076238","",,"University of Agder",,,,,,,,"Muligheter for Resonnering og Argumentasjon: En dokumentanalyse av tre norske matematikklærebokserier for 8.-10. trinn",,"Master thesis",
"8d3cfbf5-8da3-4e57-a1e1-9dd12a252714","11250/3034394","Fidje, Anders Skarpeteig||Hansen, Nils Kristian","Nilsen, Ida Flatø||Reiersen, Helle","2024",,"Denne oppgaven er en kvalitativ tekstanalyse av programmeringsbøker for lærere. Vi analyserer tre bøker: Kloss for kloss, Kaares kokebok i programmering og Programmering for matematikklærere. Disse bøkene analyseres ved hjelp av et egendefinert analyseverktøy. Med utgangspunkt i den nye læreplanen har vi tre begreper som vi undersøker i bøkene: programmering, problemløsning og algoritmisk tenkning. Disse tre begrepene står sentralt i læreplanen som en del av kjerneelementet «utforsking og problemløsning». For å undersøke disse kategoriene har vi valgt å se på programmeringsoppgavene i de tre bøkene.  

I denne oppgaven har vi to forskningsspørsmål, som er delt i fire delspørsmål; 
1.	Hvordan legger bøker om programmering for lærere opp til at lærere skal bruke bøkene?
-	Hvordan kommer målgruppen til bøkene frem i oppgavetekstene?
-	Hvordan bygger oppgavene bro mellom programmering og matematikk?
2.	På hvilken måte støtter bøker om programmering for lærere opp om algoritmisk tenkning?
-	Hvordan benyttes forskjellige algoritmiske begreper og fremgangsmåter i bøkene?
-	Hvordan benyttes problemløsningsoppgaver i bøkene?

Resultatene fra analysen viser at det er kun oppgavene i Kloss for kloss som direkte viser til læreren eller eleven. Det kommer i varierende grad frem om det er ment å benytte Scratch eller Python i oppgavene i de tre programmeringsbøkene.
Boken Kloss for kloss har mye fokus på geometri som matematisk kunnskapsområde, men ingenting om statistikk og sannsynlighet. De to andre bøkene har jevnere antall oppgaver knyttet til hvert av de fem matematiske kunnskapsområdene. Alle de tre bøkene har høyest andel oppgaver i underkategorien matematikk som kontekst for programmering. Det er få oppgaver hvor programmeringen skal brukes som et verktøy i matematikk i alle de tre bøkene.
Resultatene viser også at bøkene har stor variasjon i hvilke algoritmiske begreper og fremgangsmåter som kommer eksplisitt frem i oppgavetekstene. Kloss for kloss er boken som har mest variasjon i hvilke algoritmiske begreper og fremgangsmåter som skal benyttes for å løse en oppgave.
De tre bøkene har generelt få oppgaver som kvalifiserer som matematiske problemer. Dette fordi formuleringen av oppgavene ofte er førende for løsningen og fordi matematikk oftest kun er en kontekst for å programmere, ikke målet med oppgaven.||",,,"no.uia:inspera:229824458:51851596",,"https://hdl.handle.net/11250/3140999","nob",,"University of Agder",,,,,,,,"Analyse av programmeringsbøker for lærere",,"Master thesis",
"8d4cbb37-8489-46c4-b04c-711d8795759c","11250/3034394","Damsgaard, Kjetil","Lohne, Bente Bloch-Johnsen||Frankrig, Rebekka Helen Kolstad","2023",,"Gjennom et utvalg på fire elever på 6. trinn, ser denne studien på hvordan algoritmisk tenkning kommer til uttrykk i arbeid med problemløsningsoppgaver i Scratch. Studien er en kvalitativ case-studie, hvor elevene har gjennomført et undervisningsopplegg i par. Undervisningsopplegget inneholder problemløsningsoppgaver og legger til rette for algoritmisk tenkning. Datamaterialet ble samlet inn ved skjerm- og lydopptak, samt intervju. Datamaterialet ble videre analysert ut ifra forhånds definerte nøkkelbegreper for algoritmisk tenkning, og videre forklart og diskutert. Studien baseres på teori om Computational Thinking (CT), og bygger videre på tidligere forskning om hvordan algoritmisk tenkning vises hos elever. Ettersom vår studie innebærer bruk av teknologi og programmering, har vi også inkludert to modeller som beskriver bruk av teknologiske verktøy i skolen. 

Resultatene viser stor variasjon i hvordan algoritmisk tenkning kommer til uttrykk hos elevene i denne studien. Det kommer frem at elevene i stor grad har evne til algoritmisk tenkning, men vi ser også at det er enkelte elementer innenfor nøkkelbegrepene som elevene ikke mestrer. Funnene viser at det er en utbredt bruk av logikk ved at elevene utformer hypoteser. Elevene bruker også dekomposisjon i stor grad ved at de deler opp en sammensatt figur, og programmerer de ulike figurene hver for seg. Vi ser også at elevene mestrer å forenkle løsningene sine ved bruk av løkker, noe som er et aspekt innen evaluering og abstraksjon. En mulig implikasjon fra denne studien er å undersøke om digitale arbeidsmåter gir bedre effekt på utviklingen av elevers algoritmiske tenkning, sammenliknet med analoge arbeidsmåter.||",,,"no.uia:inspera:143765519:36878113",,"https://hdl.handle.net/11250/3076245","",,"University of Agder",,,,,,,,"Problemløsningsoppgaver i Scratch. En studie av elevers algoritmiske tenkning.",,"Master thesis",
"8e394689-2d49-476a-b3a8-b82ecf0f0df8","11250/3034394","Guttormsen, Vigdis||Bjørkkjær, Tormod","Strand, Carine Nordnes||Nilsen, Thea Spieler","2022","Full text not available","Bakgrunn og formål: Den norske skolen har fokus på respekt og like muligheter for alle elever,
uavhengig av eksempelvis etnisitet eller religion. I tillegg skal skolen bidra til identitetsutvikling,
noe som skal ta sted i et mangfoldig og inkluderende fellesskap. Det finnes lite forskning på
hvorvidt mat- og helselærere underviser på en måte som harmoniserer med disse prinsippene.
Derfor har denne studien som formål å kartlegge hvordan mat- og helselærere tilrettelegger for
religiøse spiseforskrifter i faget.

Metode og utvalg: Studien har et kvalitativt forskningsdesign og kan i hovedsak kategoriseres
som en hermeneutisk fenomenologisk studie. Det ble gjennomført ti semi-strukturerte
individuelle intervjuer over zoom. Studiens utvalg besto av ungdomsskolelærere fra hele landet,
både fra byer og distrikter. Intervjuene har blitt transkribert, kodet og tilslutt analysert ved bruk
av tematisk analyse.

Resultater: Noen av lærerne differensierer mye i tilretteleggingen, mens andre ønsker at alle
elevene skal spise det samme. De vanligste utfordringene knyttet til tilrettelegging av religiøse
spiseforskrifter er økonomi, tid og tillit. I tillegg ser det, i denne studien, ut til at lærerne fra
distriktene opplever utfordringer knyttet til økonomi og tid i større grad enn lærerne fra byen.
Flere av lærerne uttrykker viktigheten av å bruke eleven som ressurs i undervisningen, i dette
tilfellet elever som trenger tilrettelegging i forhold til religiøse spiseforskrifter, men at fåtallet
faktisk gjør det i praksis.

Konklusjon: Lærerne har ulike tilnærminger til tilretteleggingen, som i hovedsak kan deles i to
grupper; differensiering og likebehandling. Ingen av tilnærmingene, slik de blir brukt, ser
imidlertid ut til å normalisere ulikheter eller i høy grad fremme mangfold. Forskning med
lignende problemstilling, som tar for seg elevenes perspektiver, bør med fordel gjennomføres.

Stikkord: mat- og helselærere, religiøse spiseforskrifter, tilrettelegging, identitet,
differensiering, likebehandling, erfaringer.||",,,"no.uia:inspera:106926250:24261138",,"https://hdl.handle.net/11250/3036554","",,"University of Agder",,,,,,,,"«Sånn vi gjør det, gjør vi jo for at det ikke skal være så synlig at
noen elever er annerledes, så alle spiser den samme maten». En undersøkelse av hvordan mat- og helselærere tilrettelegger for religiøse spiseforskrifter i undervisningen.",,"Master thesis",
"8e84de0f-3048-4056-a483-7a69fadb6ef8","11250/3034394","Klævik-Pettersen, Espen Johan||Henriksen, Arild Høie","","2022",,"Norsk har en regel som sier at det finitte verbet skal være det andre leddet i deklarative setninger, dette kalles V2. Dette er en regel de ikke har i engelsk, bortsett  fra i ytterst få tilfeller, noe som refereres til som ""residual V2"" som stammer tilbake fra den tiden Engelsk også var et V2 språk. I denne oppgaven tester jeg hvorvidt Norske elever overfører (transfer) den norske setningsstrukturen til andrespråket sitt, som er Engelsk. Jeg ser også på om de kjenner igjen setninger som på grunn av verbplasseringen er ugrammatiske på engelsk, og om de klarer å skille de grammatiske fra de ugrammatiske setningene. Dette gjøres i en såkalt ""grammaticality judgement test"", eller ""acceptability judgement test"". Jeg har brukt førstnevnt terminologi i denne oppgaven. Den andre delen av testen er en oversettelsesoppgave fra Norsk til Engelsk, der hensikten er å se om de aktivt flytter verbet til korrekt posisjon i oversettelsen. Dette diskuteres igjennom å se på hvilke resultater dete er å finne, både isolert sett i årskullene, men også opp mot hverandre. Det deltok 44 norskspråklige elever fra 5. klasser og 53 fra 10. klasser i undersøkelsen. Bortsett fra hvilken klasse de går i, kommer det ikke frem noen andre opplysninger om elevene.||",,,"no.uia:inspera:107666473:3391957",,"https://hdl.handle.net/11250/3036572","",,"University of Agder",,,,,,,,"Second Language Acquisition and Verb Second: Norwegian Pupils Learning English Word Order",,"Master thesis",
"90d3fc81-973a-4ebb-bee6-d5bba42d14f6","11250/3034394","Eriksen, Stig","Mæland, Helene||Nyhaven, Hege","2024",,"Ved innføringen av kunnskapsløftet 2020, ble det introdusert kjerneelementer som skal være gjennomgående for hvert fag. Slik vi ser det har flere andre fag endret sin vurderingspraksis, for å imøtekomme nye krav i læreplanen. Vi opplever at det har skjedd lite endring med vurderingspraksisen i matematikkfaget. Grunnet dette ønsket vi å forske på utforskingskompetansen under en parprøve, og hvordan samarbeidet spiller inn på dette. På bakgrunn av det ble problemstillingen:

Hvilken utforskingskompetanse blir uttrykt i elevenes dialog under en parprøve for to elevpar på 9. trinn?

Vi gjennomførte lydopptak av dialogen mellom parene. I tillegg hadde vi intervju med parene og læreren før og etter gjennomføringen, for å få informasjon som ikke kom frem under prøven. Metoden ble dermed en kvalitativ case-studie. Elevene ble satt sammen i heterogene (ulike) par slik at de hadde forskjellige ferdigheter å bidra med inn i samarbeidet.

Rammeverket for analysen er satt sammen av utforskingssyklusen til Pedaste et al. (2015) og Dysthe (2001) sitt sosiokulturelle perspektiv. Utforskingssyklusen består av 5 faser: orientering, konseptualisering, undersøke, konklusjon og diskusjon. Dysthe (2001) blir brukt for å utdype diskusjon, og beskrive samspillet mellom elevene når de utforsker i par. Dette bygger grunnlaget for å kunne si noe om utforskingskompetansen som blir uttrykt i elevenes dialog. Annen teori omhandler læringsorientert vurdering og utforskende oppgaver, samt utforsking sammen med andre.

I løpet av analysen så vi at alle delene av utforskingskompetanse kom frem, men at elevene i mindre grad stilte spørsmål til hverandre under utforskingen eller styrket svarene deres med en matematisk begrunnelse. Vi ser også at elevene i liten grad satt oppgavene inn i en praktisk kontekst. Begge parene brukte hverandres kunnskap og ferdigheter for å utforske sammen. Det kan derfor se ut til at parene fikk vist mer utforskingskompetanse og fikk et større læringsutbytte av å gjennomføre prøven i par.||",,,"no.uia:inspera:229824458:51422964",,"https://hdl.handle.net/11250/3141018","nob",,"University of Agder",,,,,,,,"Ungdomsskoleelevers utforskingskompetanse under en parprøve",,"Master thesis",
"91d9cc2b-6152-43bf-9522-6692dabd7334","11250/3034394","Hundeland, Per Sigurd","Jacobsen, Karen Natvig||Jørgensen, Pia Bøe","2022",,"Denne masteroppgaven er en kvalitativ kasusstudie med temaet sosiale og sosiomatematiske normer på ungdomsskolen. Sosiale normer er normer som kan eksistere i hvilket som helst vilkårlig fag på skolen, mens sosiomatematiske normer er normer som er spesifikke til matematikkfaget (Yackel & Cobb, 1996). 

Gjennom å være observatører som deltar i en klasse på 9. trinn har vi observert ulike normer etablert i mikrokulturen. Observasjonen ble gjennomført i et tidsintervall på 2 uker hvor vi var til stede i 8 matematikktimer totalt. Det ble benyttet feltnotater underveis i observasjonen. I tillegg har læreren samt 4 elever blitt intervjuet og det ble tatt lydopptak av både de observerte timene og intervjuene.

Masteroppgaven fokuserer på hvilke konsekvenser sosiale og sosiomatematiske normer kan ha på elevers læring. Resultatene fra studien identifiserer 7 sosiale normer og 7 sosiomatematiske normer som i ulik grad påvirker elevenes læring. De fleste av de observerte normene hevder vi påvirker læringen positivt. En av normene som omhandlet bruken av digitale læringsverktøy hevder vi påvirket læringen i negativ forstand. I tillegg var det en norm som utspilte seg på den måten at den både kunne skape læringsmuligheter, men muligens også hindre det.||",,,"no.uia:inspera:109991212:21063251",,"https://hdl.handle.net/11250/3036553","",,"University of Agder",,,,,,,,"Sosiale og sosiomatematiske normer på et 9. trinn",,"Master thesis",
