id,collection,dc.contributor.author,dc.contributor.editor,dc.date.issued,dc.description.abstract[],dc.description.abstract[en_US],dc.description.localcode[en_US],dc.description[en_US],dc.identifier.uri,dc.language.iso[en_US],dc.publisher[en_US],dc.rights.uri[*],dc.rights[*],dc.subject[en_US],dc.title.alternative[en_US],dc.title[en_US],dc.type[en_US]
"29e8cdd9-d180-4741-8022-80ff14e90a20","11250/285933","Johansen, Sofie",,"2024",,"I dette masterarbeidet har jeg undersøkt hvordan elever opplever tegnematerialene digital (på iPad) og analog tegning (på ark), samtidig har jeg sett på hvordan disse ulike materialene kan utfylle hverandre i tegneundervisningen. Valget av problemområdet kommer som en reaksjon på flere fagfolks syn på det digitale tegnematerialet. Flere opplever det digitale som fraværende og som en etterligning av det analoge. Jeg har ikke erfart dette når jeg har tegnet digitalt, da jeg føler at det har beriket min tegnestil. 
Som kommende kunst og håndverkslærer ble jeg nysgjerrig på hvordan elever i skolen opplever de ulike materialene, da barn kommer i en tegnekrise fra alderen 9-10år der flere slutter å tegne (Edwards, 2012, s.65). Kanskje kan en utfyllelse av materialekunnskaper hjelpe elevene med å finne sin tegnestil og motivasjon til å tegne. På bakgrunn av dette problemområdet har jeg gjennomført en kvalitativ hermeneutisk enkeltcasestudie for å besvare følgende problemstilling: 
Hvordan opplever elever å arbeide med digital og analog tegning, og hvordan kan disse utfylle hverandre i tegneundervisningen? 
I prosjektet har jeg samlet inn data gjennom refleksjonsskjema, elevtegninger og feltnotater gjennom deltagende observasjon av en elevgruppe på alderen 9-11år. De fikk utdelt en oppgave om å tegne ulike dyr kombinert med mat. Denne oppgaven utførte de tre ganger ved bruk av analogt tegnemateriale, digitalt tegnemateriale og en kombinasjon av disse. 
For å analysere dataene har jeg kategorisert dem etter Malcolm Ross sine fire elementer; materiale, håndverksferdigheter, sanser og forestillingsevne, hentet fra modellen for estetisk skapende virksomhet (Ross, 1978, s.81). Til slutt har jeg diskutert elevenes opplevelse og materialenes evne til å utfylle hverandre i tegneundervisningen. Det jeg kom frem til i undersøkelsen er at elevene opplever de ulike materialene forskjellig, og at materialene ikke direkte kan sammenlignes. Imidlertid kan de utfylle hverandre på ulike områder og har hver sine unike egenskaper.","MGBKH550","Master i grunnskolelærerutdanning 1. - 7. trinn, kunst og håndverk. Høgskulen på Vestlandet, campus Bergen","https://hdl.handle.net/11250/3152089","nob","Høgskulen på Vestlandet","http://creativecommons.org/licenses/by/4.0/deed.no","Navngivelse 4.0 Internasjonal","grunnskolelærerutdanning||kunst||håndverk||tegneundervisning||tegning","Pupils' experiences with digital and analogue drawing in art education","Elevers opplevelser med digital og analog tegning i tegneundervisningen","Master thesis"
"ecda4c83-7e88-4aa8-8e43-e7826426ec27","11250/285933","Voll-Aasland, Vilje Helen",,"2024",,"Denne masteroppgaven undersøker hvordan dialog fremtrer som verktøy i et vedlikeholdsprosjekt av innvendig skoledør, og om det kan bidra til bærekraftsorientert dannelse. Hovedtemaene i studien er dialog, bærekraft og dannelse, men den tar også for seg det metodiske valget for å drive dialogen, nemlig filosofi med barn. Det tverrfaglige temaet bærekraftig utvikling er med for å begrunne perspektiver på verdien av et fokus på helhetlig undervisning. 
Metoden som brukes i studien er inspirert av kvalitativ metode og aksjonsforskning. Den baserer seg på en analysemetode som bygger på tematisk og narrativ metode. Empirien består av nedskrevne samtaler, refleksjoner i form av logg, bilder og et tankekart. Samlet blir det presentert som en fortelling, og senere analysert under forskningsspørsmålene: Hvordan fremtrer dialogen mellom elevene seg på spørsmål uten fasit? Hvordan skaper døren rom for et holistisk perspektiv? Og Hvordan skaper det tverrfaglige prosjektet økt handlingskompetanse i bærekraft? 
Funnene viser at dialogen mellom elevene fremtrer som utfordrerne, refleksiv og søkende. I samtaler med filosofiske spørsmål som springer ut fra døren som objekt, viser funnene tendenser til at elevene kan gå videre inn i refleksjon, utvikle dannelse og se de store linjene. Analysen av fortellingen viser hvordan det tverrfaglige prosjektet kan bidra til økt handlingskompetanse og til å gi et objekt ny verdi. Dialogen åpner opp for en helhetlig undervisning som kan bidra til utvikling av bærekraftsorientert dannelse i faget kunst og håndverk. 
Studien er et bidrag til lærere og andre som jobber med barn, der formålet er bærekraftsorientert dannelse eller filosofiske samtaler. Ønsket er, gjennom en kreativ tilnærming, å belyse en ny og egnet måte å arbeide med bærekraft i skolen, der vedlikehold og reparasjon verdsettes spesielt.","MGBKH550","Master i grunnskolelærerutdanning 1. - 7. trinn,  kunst og håndverk. Høgskulen på Vestlandet, campus Bergen","https://hdl.handle.net/11250/3152073","nob","Høgskulen på Vestlandet","http://creativecommons.org/licenses/by/4.0/deed.no","Navngivelse 4.0 Internasjonal","grunnskolelærerutdanning||kunst||håndverk||bærekraft||dannelse","A symposium on sustainability-oriented education on secondary school level","Et symposion om bærekraftsorientert dannelse på småtrinnet","Master thesis"
"6f23406a-5283-4202-9d03-9c2b73980b3c","11250/285933","Tyssekvam, Amalie Kapstad",,"2024",,"Denne masteroppgåva handlar om tverrfagleg undervisning mellom kunst og handverk og naturfag. Føremålet med oppgåva er å få innblikk i korleis elevane ser den tverrfaglege koplinga mellom faga, og korleis deira kunnskapar frå undervisninga kjem til syne i det praktiske arbeidet. Eg ynskjer og å sjå korleis kunst og handverk kan vere ein resurs i tverrfagleg undervisning med naturfag, kvar faga ivareta sitt særpreg. 
Problemstillinga som blir undersøkt er; Korleis kan kunst og handverksfaget operasjonalisere tverrfagleg undervisning i samarbeid med naturfag på 6. trinn i lys av læreplanen LK20? kvar desse forskingsspørsmåla er rettleiande for diskusjonen: 
Gjennom arbeidet til elevane, korleis kjem det tverrfaglege arbeidet til syne? og Kva utfordringar og moglegheiter kan ein møte på i tverrfagleg undervisning? 
Basert på ein hermeneutisk-fenomenologisk vitskapleg tilnærming er kasusstudie velt som metode. Forskingsmaterialet er generert gjennom undervisningsopplegg, dokumentasjon av elevarbeid, fokusgruppeintervju, spørjeskjema og deltakande observasjon. Elevarbeida og samtalane er analysert og vist fram på ein slik måta at deira stemme kjem fram i empirien. 
Analysen blir diskutert basert på teori om tverrfaglegheit, tverrfaglegheit i læreplanen og kunst og handverk i eit tverrfagleg lys i møte med naturfag. Den tverrfaglege teorien er retta mot læring eleven kan oppnå, og kva utfordring og moglegheita andre ser i tverrfagleg undervisning både for elevar, lærarsamarbeid og i utdanning. 
Nokre av studiens funn syner at læring kan visast på fleire måtar. Studien viser og at det er viktig at læraren har kompetanse og erfaring innanfor faget som skal undervisast for å kunne sjå ein likeverdig kopling i det tverrfaglege arbeidet. Omgrepet tverrfagdidaktikk er kanskje noko som bør inkluderast i lærarutdanninga?","MGBKH550","Master i grunnskolelærerutdanning 1. - 7. trinn, kunst og håndverk. Høgskulen på Vestlandet, campus Bergen","https://hdl.handle.net/11250/3152546","nno","Høgskulen på Vestlandet","http://creativecommons.org/licenses/by/4.0/deed.no","Navngivelse 4.0 Internasjonal","grunnskolelærerutdanning||kunst||håndverk||naturfag","Interdisciplinary Teaching: Linking Arts and Crafts with Science","Tverrfagleg undervisning: Kopling mellom kunst og handverk og naturfag","Master thesis"
"18abc629-1e7f-4243-b939-7784d6d39a37","11250/285933","Hatlevik, Rebecca",,"2024",,"Denne masteroppgåva omhandlar teiknedidaktikk i begynnaropplæringa, der eg har undersøkt ulike tilnærmingar til teikning, og teikna saman med elevar ved bruk av eit kulturelt reiskap, kolstiften. Forsking viser at elevar opplev at dei ikkje kan teikne, i så stor grad at dei sluttar. Det er og ei utbreia haldning at lærarar meiner at elevar skal utvikle teikneferdigheitar utan innblanding og rettleiing. Samstundes aukar talet på avgjersler som vert teke i samfunnet vårt på grunnlag av visuelle representasjonar. På bakgrunn av dette ynsket eg å bidra til utviklinga av teiknedidaktikken, slik at elevar får utvikle den visuelle kompetansen. 
Gjennom ei kvalitativ metode ved bruk av aksjonsforsking, har eg utvikla og gjennomført eit teikneopplegg med ei elevgruppe på 3. trinn. Empirien vart tolka og analysert ved bruk av ei hermeneutisk tilnærming, som gav meg moglegheit til å danna ei forståing for det som oppstod gjennom undervisningsopplegget, slik at eg kunne svare på problemstillinga: 
	«Teiknedidaktikk i begynnaropplæringa – Korleis leggje til rette for utvikling av visuell kompetanse gjennom teikneleik med kolstift saman med ein teiknande lærar?» 
Teori som ligg bak forskinga er i hovudsak bygd på eit sosiokulturelt læringssyn og teori om leik. For utviklinga av undervisningsopplegget var Brænne og Heggvoll (2018) sin artikkel om ulike tilnærmingar til teikning viktig, i tillegg til Fønnebø (2019) si bok «Tegne sammen». 
Funna kan peike i retninga av at bruk av ei veksling mellom ulike tilnærmingar til teikning, samhandling mellom medelevar, og ein teiknande lærar gav rom for utvikling av elevane si visuelle kompetanse. Dei ulike tilnærmingane gav elevane gradvis progresjon, og samhandlingane bidrog til støtte gjennom teikneprosessane. Fokus på sjølve prosessen med kolstiften som reiskap gav rom for ei kroppsleg utforsking, som igjen kan bidra til ei kognitiv utvikling hos elevane. Den leikande tilnærminga hadde potensiale som stimulerte kreative tankeprosessar i teiknehandlingane, og bidrog til ekte engasjement hos elevane","MGBKH550","Master i grunnskolelærerutdanning 1. - 7. trinn, kunst og håndverk. Høgskulen på Vestlandet, campus Bergen","https://hdl.handle.net/11250/3152542","nno","Høgskulen på Vestlandet","http://creativecommons.org/licenses/by/4.0/deed.no","Navngivelse 4.0 Internasjonal","grunnskolelærerutdanning||kunst||håndverk||tegnedidaktikk||begynneropplæring",,"Teiknedidaktikk i begynnaropplæringa: Eit aksjonsforskingsopplegg på 3. trinn som undersøkjer ulike tilnærmingar til teikning for elevane si utvikling av den visuelle kompetansen, saman med ein teiknande lærar","Master thesis"
"181317b3-8202-41ff-b020-371ff309d300","11250/285933","Ottesen, Tina",,"2024",,"Med utgangspunkt i kunst og håndverk som en introduksjon til yrkesfaglig utdanning starter denne oppgaven med å se på fagets historie i Norge og hvilke nasjonale retningslinjer som har vært knyttet til utforming av spesialrom i skolen. Ettersom det i dag ikke foreligger nasjonale retningslinjer, har oppgaven ønsket å se på Bergen kommunes føringer for kunst og håndverksfaget i grunnskolen. Med de føringene som er fra kommunen diskuterer oppgaven hvilke mulighetsrom dette gir for undervisning som kan virke rekrutterende til yrkesfaglig utdanning. Med kritisk diskursanalyse som metode er det brukt ulike verktøy for å analysere gjeldende «Skolebruksplan» (2021) og «Kvalitetsutviklingsplan» (2022). Det er også gjennomført intervju med ansatte i kommunen knyttet opp mot hver av de nevnte planene, intervjuene er analysert sammen med dokumentene. 
Gjennom å strukturere funnene etter den didaktiske relasjonsmodellen belyser oppgaven hvordan diskursen i dokumentene prioriterer noen fag, mens de praktisk-estetiske fagene, som kunst og håndverk er, blir i mye større grad overlatt til seg selv. Når det ikke foreligger nasjonale føringer, samt at kommunen tilrettelegger for lokale tilpasninger innad i kommunen, er elevene og faget avhengig av engasjerte lærere for at faget skal oppnå sitt potensial. Samtidig viser oppgaven hvordan lærere er avhengig av spesialrom med tilhørende utstyr og verktøy for å oppfylle målene i læreplanen. Lærer med fagkompetanse henger uløselig sammen med spesialrom for at faget skal kunne gi elevene en innsikt i hva yrkesfaglig utdanning kan være","MGBKH550","Master i grunnskolelærerutdanning 1. - 7. trinn, kunst og håndverk. Høgskulen på Vestlandet, campus Bergen","https://hdl.handle.net/11250/3152094","nob","Høgskulen på Vestlandet","http://creativecommons.org/licenses/by/4.0/deed.no","Navngivelse 4.0 Internasjonal","grunnskolelærerutdanning||kunst||håndverk","Arts & Craft, an introduction to vocational education","Kunst & håndverk, en introduksjon til yrkesfaglig utdanning","Master thesis"
"257c39a0-6914-4a81-9d98-99d50c196a5a","11250/285933","Pedersen, Sindre",,"2024",,"Kniven er et spesielt viktig verktøy i kunst og håndverk, den kan brukes til å spikke vekk større deler av et trestykke, eller en kan jobbe mer finmotorisk for å få frem detaljer. Mange skoler jeg har vært på praksis i, har knivene vært sløve. Jeg har erfart at dette kan forverre opplæringen og erfaringene til elevene, når de skal jobbe med kniv. Jeg vil derfor arbeide for å tilegne meg ferdighetene til å slipe en kniv. Med det ønsker jeg å undersøke følgende problemstilling 
Hvordan spiller ulike læringsformer inn for å tilegne seg ferdigheter i sliping av kniv. 
For å svare på denne problemstillingen har jeg forsket kvalitativt på meg selv. Jeg har arbeidet med tre forskjellige læringsformer: å lære selv, ressurser på nett og bøker og mester svenn forhold. Jeg har jobbet med å skrive logg under hver økt, over hva jeg får av erfaringer og kunnskaper, men også hvordan læringsformen fungerer for meg. Som teori har jeg undersøkt perspektiver med tre utgangspunkt. 1. kunnskap i handling. 2. å lære på egen hånd. 3. mester-svenn læring. Jeg har brukt disse tre perspektivene inn i drøftinger. I drøftingen ser jeg på hva ferdigheter som kommer frem i de forskjellige læringsformene, men også hvilke erfaringer og problemer som jeg møtte i læringsformene.","MGBKH550","Master i grunnskolelærerutdanning 1. - 7. trinn, kunst og håndverk. Høgskulen på Vestlandet, campus Bergen","https://hdl.handle.net/11250/3152551","nob","Høgskulen på Vestlandet","http://creativecommons.org/licenses/by/4.0/deed.no","Navngivelse 4.0 Internasjonal","grunnskolelærerutdanning||kunst||håndverk||knivsliping","Acquire skills in knife sharpening","Tilegne seg ferdigheter i knivsliping","Master thesis"
"066d0f52-83e4-4ba5-b5e3-c9b087a093bb","11250/152233","Haavik, Julie Teige",,"2024",,"Masteroppgaven tar utgangspunkt i det tverrfaglige teamet Folkehelse og Livsmestring, som ble del av KRLE-faget gjennom fagfornyelsen (LK20). Formålet med oppgaven er å få en større forståelse av hvordan man kan undervise i livsmestring på skolen og gjennom KRLE-faget. Dette har blitt forsøkt gjort ved å ta utgangspunkt i to forskningsspørsmål: Hvilke erfaringer et utvalg lærere gjør seg om undervisning i livsmestring, og hva vi kan lære gjennom utprøving av et undervisningsopplegg om livsmestring. I min teoretisk tilnærming tar jeg frem læreplanen (RLE01-03) og de analytiske begrepene livsmestring og didaktikk. Det er også en teoretisk fagdiskusjon i fokus, som tar opp om livsmestring er et individualistisk eller et relasjonelt perspektiv. Madsen (2020) fremmer det individualistiske, mens Sælebakke (2018) fremmer det relasjonelle perspektivet. 
Metoden brukt er intervju, intervensjon, observasjon og spørreskjema. Fem lærere er intervjuet, hvor deres erfaringer om undervisning i livsmestring har kommet fram. Videre er det gjennomført et undervisningsopplegg i KRLE-faget i to ulike klasser, hvor kontaktlærer observerte økten. Deretter ble det gjort oppfølgingsintervjuer med lærerne. I intervensjonen kommer elevene sine stemmer frem, ved at de svarte på et spørreskjema om hvordan de opplevde opplegget. Videre testet også en egen lærer ut undervisningsopplegget i to klasser, hvor det så ble det gjort et erfaringsintervju. 
Noen av hovedfunnene som kommer frem er at lærerne mener at læreplanen hørtes flott ut i forhold til livsmestring, men det kan være vanskelig å gjennomføre i praksis. De mener at undervisning om livsmestring krever en didaktisk tilnærming. Det kan virke som om lærerne tenker at livsmestring bør dominere tonen i klassen, fremfor å ha et undervisningsopplegg om livsmestring en sjelden gang. Elevene likte godt variasjonen i opplegget. Begge lærerne opplevde undervisningsopplegget som bra, men hadde kommentarer å tilføye. Informanten som testet ut opplegget opplevde at gjennomføringen gikk best i en klasse, og mindre bra i den andre klassen. Grunnen til at det gikk dårligere i en klasse, var fordi informanten opplevde at elevene syntes det var ubehagelig å snakke om psykisk helse.","MGUKR550","Master i grunnskolelærerutdanning 5. - 10. trinn, KRLE. Høgskulen på Vestlandet, campus Bergen","https://hdl.handle.net/11250/3153218","nob","Høgskulen på Vestlandet","http://creativecommons.org/licenses/by/4.0/deed.no","Navngivelse 4.0 Internasjonal","grunnskolelærerutdanning||KRLE||KRLE-faget||livsmestring","How can we teach the interdisciplinary topic of life skills in KRLE-subject at the secondary level?","Hvordan kan vi undervise i det tverrfaglige temaet livsmestring i KRLE-faget på ungdomstrinnet?","Master thesis"
"c39a8824-f4ef-49b6-9912-281a242b2666","11250/2473201","Bolseth, Maria Aagård",,"2024",,"Language awareness, or “explicit knowledge about language, and conscious perception and sensitivity in language learning, language teaching and language use” (Association for Language Awareness, n.d), is found to be beneficial in the process of acquiring a new language (Angelsen & Hauge, 2020, p. 322). This study explores peer-peer interactions by young EFL learners in a Norwegian classroom. The goal of this thesis is to identify how young students verbalize their language awareness, as language awareness is widely deemed to have positive effects on the process of acquiring a language. The study also seeks to mitigate the negative reputation currently associated with the use of translation and encourage a more nuanced discussion of translation as a pedagogical tool. A qualitative analysis was conducted to answer the research questions designed for this study. The participants in this study, 14 students in the 3 rd grade (8-9 years old), were given the task of translating two separate texts from English to Norwegian and from Norwegian to English. Their collaborative discussions were audio-recorded and transcribed before a qualitative analysis was conducted. The inquiry investigated what elements of language the students focused on and what patterns of interaction were found in their discussions. The findings in this study suggest that young learners verbalize their language awareness through metatalk and that collaboration is beneficial in the context of solving language tasks collaboratively. However, the findings also indicate that students must be taught how to effectively participate in group discussions to appropriately scaffold and facilitate language learning. Lastly, the study revealed that translation can be an efficient pedagogical tool that should be further integrated into EFL training","MGBEN550","Master i grunnskolelærerutdanningen 1. 7. trinn. Høgskulen på Vestlandet, campus Bergen","https://hdl.handle.net/11250/3137273","eng","Høgskulen på Vestlandet","http://creativecommons.org/licenses/by/4.0/deed.no","Navngivelse 4.0 Internasjonal","grunnskolelærerutdanning||engelsk",,"An exploration of young Norwegian EFL learners’ metatalk through translation tasks","Master thesis"
"3a56f828-f956-4e23-a9ea-a9b3695bbed7","11250/152233","Olsen, Camilla Alne",,"2024",,"I Norge står ytringsfriheten sterk, men momenter innenfor ytringsfriheten og dens grenser er ofte et tema i den offentlige debatten. Som samfunnsinstitusjon skal skolen gi elevene opplæring i å bli aktive medborgere i demokratiet. Her står ytringsfrihet sterkt som en demokratisk verdi. Skolen er en av de arenaene barn og unge tilbringer mye av sin tid. Hvordan står det da til med elevenes ytringsfrihet i skolen? Denne masteroppgaven utforsker denne tematikken med problemstillingen: Hvordan opplever ungdomsskolelærere elevenes ytringsfrihet i skolen? 
Videre er det også inkludert tre forskningsspørsmål: 
(1) Hvilke erfaringer har lærere om hva elever ytrer og hvordan vurderer de konsekvensene av disse ytringene? 
(2) Hvilke oppfatninger har lærere om hvordan elever forholder seg til krenke-begrepet? (3) Hvordan opplever lærerne skolens arbeid med elevers kontroversielle ytringer? 
For å undersøke denne tematikken er det gjennomført en kvantitativ spørreundersøkelse blant 81 ungdomsskolelærere fra hele landet. Datamaterialet drøftes og kobles opp mot ulik teori som omhandler aspekter ved ytringsfrihet, andre undersøkelser og studier gjennom av andre aktører og annen relevant data. Funnene viser at respondentenes erfaringer og opplevelser av elevenes ytringsfrihet i skolen varierer. De avslører likevel at det er flere av lærerne som kan relatere til hverandre på ulike punkter. Studien viser blant annet at tema som debatteres ellers i samfunnet også finner veien inn i mange norske klasserom. Videre ser vi i datamaterialet at det både finnes norske klasserom med stort rom blant elever for å uttrykke egne meninger, og også klasserom der det er mindre vanlig at elevene tørr dette. Ifølge mange av lærerne er elevene redde for å bli utfryst av medelever. Et annet funn er at en stor del av utvalget opplever at elevene er opptatt av tematikken rundt det å krenke og det å bli krenket. En del av lærerne har også opplevd at elever har kommet med kontroversielle ytringer. Det er ulike syn blant respondentene på om deres egne skoler gjør nok i arbeidet med slike ytringer.","MGUSA550","Master i grunnskolelærerutdanning 5. - 10. trinn, samfunnsfag. Høgskulen på Vestlandet","https://hdl.handle.net/11250/3153405","nob","Høgskulen på Vestlandet","http://creativecommons.org/licenses/by/4.0/deed.no","Navngivelse 4.0 Internasjonal||Navngivelse 4.0 Internasjonal","grunnskolelærerutdanning||samfunnsfag||ytringsfrihet","Pupils’ freedom of speech in school","Elevers ytringsfrihet i skolen","Master thesis"
"79915817-f8ca-455b-a8c1-eae79cea8a97","11250/152233","Gjerde, Tuva Kaldestad",,"2024",,"Dette masterprosjektet har vore ei kvalitativ studie, med tekstanalyse som metode. Det vart samla inn essay om seksualitetsundervisning frå elevar, frå to skular i ulike geografisk og kulturelle kontekstar. Det vart totalt samla inn 26 essay, 14 frå ein byskule og 12 frå ein distriktsskule.
Formålet med denne oppgåva er å kasta lys over seksualitetsundervisning på ungdomsskulen,og korleis elevar frå to ulike stadar, by og distriktsområde, beskriv sine opplevingar av seksualitetsundervisning, også med eit særleg blikk på eksterne aktørar, undervisningsressursar og kjønn. Analysen har teke utgangspunkt i Marianne Støle-Nilsen sine 4 tilnærmingar til seksualitetsundervisning: helsetilnærminga, kriminalitetstilnærminga, kjønn og mangfaldstilnærminga og danningstilnærminga.
Funna indikerer at dei to skulane har vekta tematikkar innanfor helsetilnærminga i størst grad,medan fokuset på tematikkar innanfor dei andre tilnærmingane varierer. Distriktsskulen har i hovudsak fokusert på helse- og kriminalitetstilnærminga, noko som kan ha årsakssamanheng med at dei eksterne aktørane som har vore brukt er helsesjukepleiar, politiet og utekontaktar. I byskulen har tyngda vore på helsetilnærminga og kjønn og mangfaldstilnærminga. Dei eksterne aktørane brukt i byskulen er jordmor og medisinstudentar frå organisasjonen Medisinernes seksualopplysning. Kva tilnærmingar som har vore vekta i følgje elevane visar
tendensar til at dei eksterne aktørane og undervisningsressursane som har vore brukt i stor grad påverkar kva som har vore fokuset i seksualitetsundervisninga. I tillegg visar det særlege fokuset på reproduksjon og risiko i begge skulane tendensar til ei ekskludering av normkritiske perspektiv i undervisninga. Fleire elevar på tvers av skulane uttrykkjer misnøye til mengda av seksualitetsundervisning, samt kva tematikkar som har og ikkje har vore teke opp. Nokre saknar undervisning om sex
som ikkje handlar om reproduksjon og risiko, samt trekk også fleire fram at dei allereie kunne mykje om tematikkane då det vart undervist om dei. Funna indikerer teikn til at begge skulane til dels har eit heteronormativt perspektiv og har manglar i seksualitetsundervisninga, både med tanke på tematikkar og normkritiske perspektiv. Seksualitetsundervisninga i begge skulane inkluderer svært mange tematikkar, men visar tendensar til manglar som då ikkje gjer det like heilskapleg som er den ynskja seksualitetsundervisninga i norsk skule i dag.","MGUSA550","Master i grunnskolelærerutdanning 5. - 10. trinn, samfunnsfag. Høgskulen på Vestlandet","https://hdl.handle.net/11250/3153400","nno","Høgskulen på Vestlandet","http://creativecommons.org/licenses/by/4.0/deed.no","Navngivelse 4.0 Internasjonal","grunnskolelærerutdanning||samfunnsfag||Seksualitetsundervisning","Sexuality education in lower secondary school","Seksualitetsundervisning på ungdomsskulen","Master thesis"
"c64ab123-373c-43d8-9564-aaffe12eb09c","11250/152233","Ådnanes, Thomas Andrè",,"2024",,"The purpose of this study was to complete a curriculum inquiry into the presence of education for sustainable development in the curriculum of Norway and Wisconsin, and how objectives are formulated to promote it, through a comparative qualitative content analysis. The following overarching research question was employed: “How does curricula facilitate learning in education for sustainable development in social studies and other selected subjects in Norway and Wisconsin?”, with associated sub-questions. The study follows two of Goodlad´s (1979) five substantive domains of curriculum inquiry, the formal and perceived curriculum. In addition, an interpreted version of Eisner´s (1985) curriculum theory was utilized to examine whether the sustainability aspects were stated explicit or could be perceived implicit in the objectives. This was used to identify where sustainability can be found within the curricula, and where it is possible to be incorporated. The objectives where sustainability was identified are furthermore divided into which perspective they may have on learning. As the tension between the instrumental and emancipatory perspective on learning are presented in literature on education for sustainable
development as opposites poles of teaching, they were used in this categorization.
The analysis shows possible challenges teachers can encounter when educating for sustainable development. It highlights notable advantages and disadvantages with promoting explicit and implicit within the curriculum, where they both have a prominent presence. Likewise, both curricula rely on the instrumental and emancipatory perspective when it comes to sustainability education. The perspectives on learning may however be more nuanced than first anticipated, and how to best make use of both when educating for sustainable development are discussed.","MGUSA550","Master i grunnskolelærerutdanning 5. - 10. trinn, samfunnsfag. Høgskulen på Vestlandet","https://hdl.handle.net/11250/3153399","eng","Høgskulen på Vestlandet","http://creativecommons.org/licenses/by/4.0/deed.no","Navngivelse 4.0 Internasjonal","grunnskolelærerutdanning||samfunnsfag||bærekraft",,"Sustainability Education – Perspectives for the Future: A qualitative comparative study of education for sustainable development in Norway and Wisconsin","Master thesis"
"3bb86b2b-adeb-4de5-afc4-4cece30b1fa4","11250/152233","Røvang, Kristian",,"2024",,"Læreplanen legger føringer for undervisning og arbeidsmetoder. Knyttet til samfunnsfaget ønskes det mer aktive og utforskende elever. Denne masteroppgaven utforsker hvordan ekskursjoner kan være en verdifull undervisningsmetode, samt hvilke faktorer som bidrar til effektivitet. Formålet med denne studien er å finne ut hvordan ekskursjoner kan påvirke elevers engasjement og læring. For å finne svar på dette har jeg deltatt på to ulike ekskursjoner, i tillegg til å intervjue både elever og lærere i etterkant av disse observasjonene 
Elevene i undersøkelsen min forstår engasjement som «når noe er gøy». Dette er en interessant beskrivelse som ikke fremkommer i litteraturen. Lærerne forstår engasjement som det motsatte av å være likegyldig, og beskriver det som å være deltakende i undervisningen gjennom å vise interesse for faget. I lys av elevenes forståelse av engasjement, viser funnene i denne studien at det elevene opplever som «det gøyeste», er når arbeidsmetoden i ekskursjonen i hovedsak er lærerstyrt. Elevene forteller om spennende historier formidlet av svært interessante mennesker som virkelig har levd seg inn i historiefortellingene. Elevenes perspektiver kaster lys over opplæringsloven og læreplanens dybdelæring og utforskende tilnærminger, hvor mange elever opplever de passive delene i undervisningen som de mest engasjerende. 
Det kommer frem i denne studien at ekskursjoner benyttes av ulike grunner. Å utvikle elevenes sosiale ferdigheter ved ekskursjoner i kjente omgivelser nevnes som en årsak. En annen er variasjonen den medbringer. Både i form av at ekskursjoner kan legge til rette for en mer utforskende tilnærming enn hva klasserommet normalt gjør, i tillegg til at den kan benyttes til å imøtekomme ulike elevtyper. Slik kan den tilrettelegge for formålet i opplæringsloven (1998, §1-1). Litteraturen fremhever ekskursjoner som en utforskende og alternativ tilnærming til undervisningen, hvor elever kan utfolde sin nysgjerrighet utenfor klasserommets fire vegger, gjerne i samspill med andre. John Dewey var kritisk til den tradisjonelle kateterundervisningen, og mente den manglet forankring i den virkelige verden. Ekskursjoner, og nærmiljøet spesielt, kan derfor benyttes for å legge til rette for en undervisning som tar utgangspunkt i elevenes liv. For at ekskursjoner skal kunne oppnå dette, kreves det både for- og etterarbeid. Elever som er godt forberedt viser større mestringsfølelse og engasjement","MGUSA550","Master i grunnskolelærerutdanning 5. - 10. trinn, samfunnsfag. Høgskulen på Vestlandet","https://hdl.handle.net/11250/3154281","nob","Høgskulen på Vestlandet","http://creativecommons.org/licenses/by/4.0/deed.no","Navngivelse 4.0 Internasjonal","grunnskolelærerutdanning||samfunnsfag||ekskursjoner","Field trips and its effect on pupil engagement and learning","Ekskursjoner i lys av elevengasjement og læring","Master thesis"
