id,collection,dc.contributor.author,dc.date.issued,dc.description.abstract,dc.description.abstract[en_US],dc.description.localcode,dc.description.localcode[],dc.description.localcode[en_US],dc.description[en_US],dc.identifier.uri,dc.language.iso[en_US],dc.publisher[],dc.publisher[en_US],dc.rights.uri[*],dc.rights[*],dc.source.pagenumber[en_US],dc.subject[en_US],dc.title.alternative[en_US],dc.title[en_US],dc.type[en_US]
"f97ed2e9-0b00-4e96-9dbd-194e47a87a83","11250/152233","Lien, Henriette","2023",,"Temaer nasjonal strategi for kvalitet og samarbeid i lærerutdanningen. Det er i studien etsærlig fokus på et likeverdigpartnerskap mellompartene: lærerutdanningsskolen og lærerutdanningsinstitusjonen. Formålet med studiener å undersøke partnerskapgjennom aktørenes egne refleksjoner, erfaringerog opplevelserover sitt arbeid tilknyttet partnerskapet og hvordan aktørene samhandler. Problemstillingen for denne forskningsstudiener: 
«Hvordan utvikles profesjonspraksis i lærerutdanningsskoler?»
Forskningen bygger på kvalitative intervju og observasjon, der detble gjennomført innhenting av data på fire av seks lærerutdanningsskoler i ulike kommuner på Vestlandet. Alle campusene, Stord, Bergen og Sogndalsomtilbyr lærerutdanning ved HVL var representerti observasjonav lærerutdanningsmøter. Observasjon ble brukt som et supplement til intervju for å få innsikt i relasjoner mellom aktøreneog hvordan rollene ble utøvd.I intervju hadde jeg fokus på begrepene; profesjonsutvikling, organisering, profesjonsfellesskap, samarbeidog rolle. Ved å analysere og diskutere funn fra intervjuog observasjon i lys av oppgavens teoretiske grunnlag har jeg belyst studiens tema, samt forsøktå svare på problemstillingen.
I dokumenteneLærerutdanning 2025–nasjonal strategi for lærerutdanningeneog Partnerskap i lærerutdanningene –et kunnskapsgrunnlag: Delrapport 1,utledes grunnlaget for lærerutdanningsskoler. Jeg støtter meg på Parsons teori om profesjon, og Imsen sin organisasjonsteori. Videre bygger oppgaven på Martinussen sin teori om sosiologiske tenkemåter. Annen relevant teori erhvordan aktører tenker og handler og makt i et aktørperspektiv. 
Av analysen og diskusjonen kommet det frem at aktørene har gode refleksjoner rundt et likeverdig partnerskapog innfallsvinkelentil kvalitet i lærerutdanningen synes å være gjennom forskningsprosjekter. Her retter aktørene blikket mot koherens i lærerutdanningen, i vektlegging av teoretisk og praktisk kunnskap i profesjonsutdanningen av lærere.",,,"MGUSA550","Master Grunnskolelærer 5-10
Fakultet for lærer utdanning, kultur og idrett (FLKI) Institutt for pedagogikk ,
samfunnsfag og religion","https://hdl.handle.net/11250/3082155","nob",,"Høgskulen på Vestlandet","http://creativecommons.org/licenses/by/4.0/deed.no","Navngivelse 4.0 Internasjonal",,,,"Hvordan utvikles profesjonspraksis i lærerutdanningsskoler?","Master thesis"
"3272cacc-8ac6-40f3-8625-ff2d83905d04","11250/2473201","Nilsen, Jette Lindeflaten","2023",,"Denne masteroppgaven er en analyse av matematikkoppgaver som tilhører kapittel 4 Brøk og prosent i læreverket, Campus Matte 6. Dette læreverket er digitalt, og ment for elever på 6. trinn. Studien dreier seg om virkelighetsnær matematikk, og forskningsspørsmålet er:
I hvilken grad samsvarer matematikkoppgaver i Campus Matte 6 med situasjoner i den virkelige verden utenfor skolen, for elever på 6. trinn?
For å undersøke dette, er matematikkoppgaver analysert med utgangspunkt i Palms (2006) rammeverk som jeg har tilpasset til mitt forskningsspørsmål og datamateriale. Dette rammeverket har til hensikt å vise samsvaret mellom matematikkoppgaver og oppgavesituasjoner i den virkelige verden utenfor skolen. Ved bruk av rammeverket er matematikkoppgaver blitt dekomponert til mindre deler (aspekter), hvor hver del er analysert og vurdert etter hvilken grad de samsvarer med aspekter ved en tilsvarende virkelig situasjon. Rammeverket består av ti aspekter, og disse er; hendelse, hverdagsrelevans, spørsmål, eksistens av informasjon/data, realisme i informasjon/data, språk, løsningsstrategi, løsningskrav, kontekst og hensikt. I hvert aspekt (unntak hensikt) er matematikkoppgavene vurdert etter kategoriene: «samsvarer i rimelig grad», «samsvarer i noe grad/av og til», og «samsvarer i ingen grad». Hvor godt en matematikkoppgave samsvarer med aspektene viser ifølge Palm (2006) hvor virkelighetsnær matematikkoppgaven er.
Til sammen er 66 matematikkoppgaver analysert. Funnene viser at flere matematikkoppgaver samsvarer i rimelig grad med flere aspektet, men kun to oppgaver samsvarer i rimelig grad med alle ti aspektene. De matematikkoppgavene som ikke samsvarer i rimelig grad med alle aspektene inneholder deler som svekker den virkelighetsnære forbindelsen oppgavene kan ha til situasjoner utenfor skolen, for elever på 6 trinn. Aspektet som skiller seg mest ut er kontekst, da det er dette aspektet flertallet av matematikkoppgavene samsvarer i ingen grad med. I disse matematikkoppgavene er det mangel på bakgrunnsinformasjon i oppgaveteksten som er nødvendig for å forstå nærheten til virkelige situasjoner. Kjøpssituasjon er den vanligste hendelsen i matematikkoppgavene, mens aktiviteter som dreier seg om spill på digital enhet, som er en vanlig aktivitet på mellomtrinnet, bare er i én oppgave.",,,"MGBMA550","Master i undervisningsvitenskap med fordyping i matematikk
Fakultet for lærerutdanning, kultur og idrett (FLKI","https://hdl.handle.net/11250/3082613","nob",,"Høgskulen på Vestlandet","http://creativecommons.org/licenses/by/4.0/deed.no","Navngivelse 4.0 Internasjonal",,,"An analysis of the mathematics textbook Campus Matte 6, with a focus on realistic tasks","En analyse av matematikklæreverket Campus Matte 6, med fokus på virkelighetsnære oppgaver","Master thesis"
"e08ff9c8-cfe7-4e93-b202-b7b58e7a9338","11250/2473201","Nes, Eline","2023",,"Det overordnede tema for denne studien er kontroversielle bildebøker og hvordan de formidler tematikken omsorgssvikt. Jeg ønsker å studere hvordan ulike litterære og visuelle grep som tas i bruk i bildebokens primære modaliteter, bilde og tekst, formidler en tematikk som for mange kan oppfattes kontroversiell og utfordrende å snakke og lese om. Utvalget av bøker jeg har valgt å ta med i studien er skrevet og illustrert av forfatterparet Gro Dahle og Svein Nyhus og består av Akvarium, utgitt i 2014, og Dragen, utgitt i 2018. Bøkene tematiserer begge omsorgssvikt og iscenesetter historier om sårbare karakterer, samt tar i bruk allegorien som litterært grep i formidlingen av tematikken. Studien bygger på følgende forskningsspørsmål: Hvordan formidler modalitetene i bildebøkene Akvarium og Dragen tematikken omsorgssvikt? Og: Hvordan kommer sårbarhetsperspektivet til uttrykk gjennom bruken av dyreallegorier og barneperspektivet?
Av teoretiske perspektiver som er inkludert er det teori knyttet til bildeboken og modalitetenes muligheter og begrensninger, samt teori knyttet til sårbarhetsperspektivet og de litterære og visuelle trekka som løftes frem i analysen, barneperspektivet og allegorien. Hermeneutikken er det overordnede vitenskapsteoretiske grunnlaget for studien og den primære metoden er bildebokanalyse. Studien består av analyser av de to bildebøkene, både det verbaltekstlige, det visuelle og samspillet, ikonoteksten, med særlig fokus på barneperspektivet og dyreallegorien.
Avslutningsvis diskuterer jeg hvordan bruken av dyreallegorien og barneperspektivet uttrykker et sårbarhetsperspektiv og påvirker formidlingen av den overordnede tematikken, omsorgssvikt, samt presenterer en konklusjon på studiens problemstilling.",,,"MGBNO550","Master i norsk
Stord/HVL/ Grunnskolelærerutdanningen 1.-7. trinn","https://hdl.handle.net/11250/3082610","nno",,"Høgskulen på Vestlandet","http://creativecommons.org/licenses/by/4.0/deed.no","Navngivelse 4.0 Internasjonal",,,"Literature that illuminates the dark sides of the childhood: A study of how the picture books Akvarium and Dragen convey the theme of neglect.","Litteratur som belyser barndommens mørke sider: En studie av hvordan bildebøkene Akvarium og Dragen formidler tematikken omsorgssvikt.","Master thesis"
"0bce8fa6-176f-4222-bfcf-74b85d655019","11250/152233","Bakken, Ida Sofie","2023",,"Masterprosjektet har hatt som formål å se på lærere sine erfaringer i møte med elevers utagerende atferd, og hvordan utvalgte skoler forebygger denne uønskede atferden på systemnivå. Problemstillingen for studien er følgende:
«Hvilke erfaringer har lærere med å håndtere utagerende atferd og hvilke tiltak gjennomfører utvalgte skoler for å motvirke denne atferd?».
For å belyse problemstillingen ble det utformet to forskningsspørsmål: «Hvordan håndterer lærere utagerende atferd i skolen?» og «Hvordan organiserer skolen forebygging av utagerende atferd på systemnivå?». For å undersøke tematikken ble en kvalitativ forskningsmetode anvendt. Det ble gjennomført to semistrukturerte en-til-en intervjuer, og ett fokusgruppeintervju med to subjekter samtidig. Informantene var alle kontaktlærere på mellomtrinnet med ulik erfaringsbakgrunn i læreryrket. Informantene representerte to ulike kommuner, og tre ulike skoler.
Informantene i studien beskrev utagerende atferd som en reaksjon hvor eleven mistet kontroll over sine følelser. Alle informantene virket å være bevisst i egen rolle i møte med atferden, og trakk frem relasjonsbygging som et vesentlig område å arbeide med gjennom hele intervjuprosessen. I tillegg uttalte de at dialogiske samtaler, klasseledelse og skole-hjem samarbeid også var viktige fokusområder for å redusere utagerende atferd.
Selv om informantene var bevisst i egen rolle kom det frem at de utvalgte skolene ikke tilbydde strukturerte handlingsplaner til sine ansatte. Noen informanter uttalte at de ikke hadde behov for mer forebyggingsarbeid, mens andre ønsket at tematikken var en større prioritet ettersom forekomsten er så høy. Disse uttalelser synes å være avhengig av erfaring i læreryrket. Empirien viser derimot at ingen av intervjuobjektene hadde et tilfredsstillende og komplett håndteringssystem for å motvirke atferden.",,,"MGUSP550","Masteroppgave i spesialpedagogikk 2, emne 2 Fakultet for lærerutdanning, kultur og idrett Institutt for pedagogikk, religion og samfunnsfag","https://hdl.handle.net/11250/3082596","nob",,"Høgskulen på Vestlandet","http://creativecommons.org/licenses/by/4.0/deed.no","Navngivelse 4.0 Internasjonal",,,"An interview study of teachers experiences in dealing with pupils who display acting out behavior","En intervjustudie av lærere sine erfaringer i møte med elever som viser en utagerende atferd","Master thesis"
"1fc6da62-11fe-4055-a995-4944e7ba30bc","11250/152233","Hagstrøm, Aimee Linnea Cueto","2023",,"Denne studien undersøker hvordan rasistisk språkbruk håndteres i skolen blant et utvalg grunnskolelærere og omhandler begreper som hatefulle ytringer eller rasistisk språkbruk, rasisme, mikroaggresjoner og «uenighetsfellesskapet». Det empiriske grunnlaget er samlet gjennom kvalitative teknikker for innsamling av data. Gjennom analysen finner vi svar på hva rasistisk språkbruk innebærer for informantene, hva de ser på som mulige årsaksfaktorer, og hvilke erfaringer og håndteringsmetoder de har i sitt arsenal. Funnene kan i sin helhet ses på som et bidrag for å belyse en viktig problematikk i skolen om hvordan man kan håndtere situasjoner der rasistisk språkbruk anvendes.
Ved å studere den overordnede forståelsen av rasistisk språkbruk blant et utvalg lærere, avdekkes ikke bare hva de mener rasistisk språkbruk innebærer, men også hvor de mener grensene går for hatefulle ytringer, selv om det kan være ment som humor. Begrepene rasistiske ytringer, banning og skjellsord tas opp til diskusjon med utgangspunkt i forskningsdeltakernes forståelse av begrepene. Jeg undersøker hvordan rasistiske ytringer kan komme til syne i klasserommet og ser på klasserommet som et «uenighetsfellesskap» og drøfter betydningen av «ubehagets pedagogikk» og lærernes lederrolle. Videre peker jeg på flere årsaksfaktorer til rasistisk språkbruk, som for eksempel sosiale medier. Jeg peker også på faktorer som kommer fram i andre og tidligere undersøkelser.
Funnene i studien viser at informantene er samstemte i sin oppfattelse hva rasistisk språkbruk innebærer. Rasistisk språkbruk oppfattes som et kontekstbasert problem, men at håndteringen av det er varierer. Rasistisk språkbruk er noe alle lærerne møter, enten gjennom direkte kontakt eller gjennom andre kollegers opplevelser. Men siden bruken av rasistisk språk varierer på de ulike skolene, så er lærernes erfaringer dermed ulike. Det kommer klart frem at rasisme skal slås ned på, men måten det skal gjøres på er forskjellig og avhengig lærerens lederrolle og elevkultur. Noen av deltakerne som selv har en minoritetsbakgrunn, viste seg å ha andre tilnærminger til rasistisk språkbruk og skilte seg noe ut fra det jeg forventet. Samtidig kommer det fram at det er mange lærere som undrer seg over hva som er den «riktige» måten å håndtere rasisme på, spesielt når det kan gå utover, og påvirke elevenes læringsmiljø og trivsel.
Funnene viser at lærerne har klare tanker om at det ikke er akseptert å bruke fordomsuttrykk mot hverandre, men ser at det kan det være en del av elevkulturen eller andre kontekstavhengige årsaker som gjør at det ikke er like enkelt å ta tak i problemet. Min konklusjon er at der er behov for å adressere problematikken rundt rasistisk språkbruk og håndtering av det i skolen i større grad, i lærerutdanning og å se det store bildet, med tanke på økende kulturelt mangfold og behov for å eksponere våre fremtidige samfunnsborgere for hverandre, nettopp for å kunne øke toleransen i det flerkulturelle samfunnet i vestlige og eurosentriske kulturer",,,"MGUSA550",,"https://hdl.handle.net/11250/3082153","nob",,"Høgskulen på Vestlandet","http://creativecommons.org/licenses/by/4.0/deed.no","Navngivelse 4.0 Internasjonal",,,,"Læreres håndtering av rasistisk språkbruk i skolen: En studie av hvordan rasistisk språkbruk forstås, uttrykkes, håndteres og sanksjoneres blant et utvalg lærere i av norske grunnskoler.","Master thesis"
"c156325e-3086-4af7-a17a-1e795afe5ddc","11250/152233","Lervik, Caroline","2023",,"Til tross for forskning som indikerer at deltakelse i vedvarende musikkundervisning kan være gunstig for å forebygge mange av de risikofaktorene tilknyttet ADHD, ser tematikken ut til å være underrepresentert i pedagogisk forskning. Elever med spesielle behov, kanskje særlig barn og unge med ADHD, ser ut til å betraktes som et musikkterapeutisk anliggende utenfor det ordinære musikkopplæringstilbudets ansvars- og interesseområde. Selv om barn og unge med ADHD utgjør et mindretall i den helhetlige elevgruppen, er det kanskje tid for å løfte frem også denne elevgruppen i musikk- og spesialpedagogisk forskning. Formålet med denne masteroppgaven var derfor å berike den eksisterende forskningen på ADHD i musikkundervisningen med elevenes egne perspektiver og opplevelser, for å bidra med kunnskap som kan være til hjelp i tilretteleggingen av musikkundervisningen i klasser hvor det er en eller flere elever med en ADHD-diagnose, gjennom følgende problemstilling: Hvordan kan vi forstå forholdet mellom barn og unge med ADHD sin deltakelse i, og musikklærerens tilnærming til, musikkundervisningen?
Datamaterialet ble samlet inn gjennom semi-strukturerte intervju av to elever med en ADHD-diagnose og observasjon av musikkundervisningen i klassene til de to informantene. Observasjonsnotatene ble bearbeidet til en observasjonsfortelling, for å kontekstualisere intervjuene. Med selvbestemmelsesteorien som analytisk rammeverk, ble intervjuene analysert ved hjelp av refleksiv tematisk analyse.
Funnene tyder på at elever med ADHD kan kjenne på negative følelser som sinne og irritasjon når de ikke får ting til. Hvordan elevene håndterer mangel på mestring eller motgang ser ut til å variere og være avhengig av forhold i omgivelsene, samt elevenes motivasjon, erfaringer og mestringsforventninger. Begge informantene ser ut til å oppleve at det å ha ADHD påvirker dem i musikkundervisningen og når de jobber med skole, særlig i form av utfordringer tilknyttet konsentrasjon. Et interessant funn i denne sammenheng var at elevene så ut til å oppleve at det å lytte til musikk når de jobbet med skole gjorde det enklere å konsentrere seg. I hvilken grad musikkundervisningen fremmer deltakelse og positive opplevelser for barn og unge med en ADHD-diagnose ser ut til å være avhengig av en rekke faktorer som fungerer i et dynamisk samspill. Noen av de faktorene som løftes frem er; lærerens kjennskap til, forståelse av og tilnærming til ADHD; skolens organisering; undervisningens innhold og utstyr; tilfredsstillelse av de tre grunnleggende behovene for autonomi, kompetanse og tilhørighet; elevenes motivasjon og mestringserfaringer.",,,"MGUSP550","Masteroppgave i spesialpedagogikk GLU 5-10 (MGUSP550 Vestlandsklasse)
Fakultet for lærarutdanning, kultur og idrett
Institutt for pedagogikk, religion og samfunnsfag","https://hdl.handle.net/11250/3082768","nob",,"Høgskulen på Vestlandet","http://creativecommons.org/licenses/by/4.0/deed.no","Navngivelse 4.0 Internasjonal",,,"A student perspective on ADHD in Music Education: a qualitative study","Et elevperspektiv på ADHD i musikkundervisningen: en kvalitativ studie","Master thesis"
"0b307686-e766-43a4-8412-b172ad484479","11250/152233","Nordseth, Gard","2023",,"I løpet av de siste tiårene har konspirasjonstenkning fått økende oppmerksomhet og bekymring som en potensiell trussel mot samfunnets stabilitet og sikkerhet. Dette er en kvalitativ studie som ser på hvordan tre høyreradikale personer rasjonaliserer holdningene sine. Dette er gjort ved å svare på problemstillingen: Hvordan bruker høyreradikale konspirasjonsteorier til å rasjonalisere egne holdninger?
Gjennom semistrukturerte intervjuer av tre aktive høyreradikale informanter med ulike virkelighetsoppfatninger, der konspirasjonsteorier har en fremtredende rolle, søker studien å få innsikt i hvordan de rasjonaliserer sine holdninger.
Resultatene av studien viser at informantene har en betydelig mistillit til samfunnsinstitusjoner og samfunnet generelt. De benytter en ensidig tilnærming til innsamling av informasjon, der de velger ut informasjon som underbygger deres allerede eksisterende oppfatning. Videre presenterer de en apokalyptisk fremstilling av fremtiden der de benytter karakteristikker og argumentasjon som baserer seg på fordomsfulle og rasistiske stereotyper om den angivelige «fienden». Jeg mener at studiens funn tilfører viktig innsikt til eksisterende forskning på hvordan høyreradikale rasjonaliserer sine holdninger.",,,"MGUSA550",,"https://hdl.handle.net/11250/3082168","nob",,"Høgskulen på Vestlandet","http://creativecommons.org/licenses/by/4.0/deed.no","Navngivelse 4.0 Internasjonal",,,,"Hvordan bruker høyreradikale konspirasjonsteorier til å rasjonalisere egne holdninger?","Master thesis"
"e9bd31e8-ee75-4907-86b2-b1a092e8171c","11250/152233","Aglen, Ole","2023",,"Forebyggelse av radikalisering og ekstremisme i skolen har blitt mer fremtredende i senere tid. Dette er et nytt fenomen i skolen hendelser som 9/11 og 22. juli. Masteroppgaven vil forsøke å undersøke hvordan 22. juli-undervisning er i skolen, og hva slags rolle forebyggelse får i 22. juli-undervisning og i skolen. Jeg har undersøkt forebyggelse i skolen gjennom å utføre kvalitative intervjuer med ungdomsskolelærere, og utførte en kvalitativ innholdsanalyse av relevante styringsdokumenter og intervjuene. For å analysere intervjuene og styringsdokumentene har jeg funnet to tilnærminger til forebyggelse som jeg kaller for sårbarhets- og motstandsdyktighetstilnærming, og en diskurs som jeg kaller den geopolitiske diskursen. Disse tilnærmingene og diskursen er basert på analyser som er gjort av Martin. M Sjøen og Christer Mattson. Jeg vil også bruke Michael Lipsky (1980) sin teori om bakkebyråkrati, og Harald Grimen og Anders Molander (2008) sin teori om profesjonelt skjønn for å se på relasjonen mellom styringsdokumentene, og intervjuet til lærerne. Det jeg fant var at det så ut til at de to dominerende tilnærmingene blant lærere og i styringsdokumentene var sårbarhet- og motstandsdyktighetstilnærming. Den geopolitiske diskursen var mindre representert hos lærere og i styringsdokumentene. Når det gjelder forholdet mellom lærere og styringsdokumentene var det mindre rom for skjønn når det gjaldt 22. juli-undervisningen. Men, det var større rom for skjønnsvurderinger i hvordan lærerne vil innlemme de ulike tilnærmingene til forebyggelse. Dette viste seg blant annet i at lærerne og LK20 hadde mindre fokus på identifisering og rehabilitering av radikaliserte individer. Et mye brukt tema som også dukket opp i forskningslitteraturen var «securitisation». Det var mange advarsler rundt om «securitisation» som et fenomen skulle finne sted i skolen. Jeg gjorde dermed en sammenligning av Storbritannias Prevent-program som ofte har blitt referert til som «securitisation» av skolen. Her kom jeg frem til at skjønnsvurderingen i Storbritannia ligger hos Prevent, mens i Norge ligger skjønnsvurderingen hos lærerne. Jeg endte oppgaven med å argumentere for at lærere burde beholde sine skjønnsvurderinger i saker som har med forebyggelse av ekstremisme og radikalisering å gjøre, slik at skolen ikke mister sin velferdsfunksjon på grunn av bekostning av forebyggende tiltak mot radikalisering og ekstremisme i skolen.",,,"MGUSA550","Grunnskolelærerutdanning 5.-10. trinn, MGUSA550 Fakultet for lærerutdanning, kultur og idrett (FLKI)","https://hdl.handle.net/11250/3082160","nob",,"Høgskulen på Vestlandet","http://creativecommons.org/licenses/by/4.0/deed.no","Navngivelse 4.0 Internasjonal",,,,"22. Juli-undervisning og forebyggelse mot ekstremisme og radikalisering i skolen","Master thesis"
"48313ac8-5424-4303-9a03-f5a31020eca8","11250/152233","Slaatsveen, Vegard Modahl","2023",,"Hva kan forhindre at gutter faller ut av skolen, og dermed unngå at de potensielt blir en del av et stort samfunnsproblem? Jeg har tatt utgangspunkt i prosjektet Guttas Campus som søker å hente disse guttene inn igjen i skolen. Jeg har brukt metodene deltakende observasjon, individuelle- og gruppeintervju. I tillegg har jeg brukt Mead sin speilingsteori, samt Connell sin teori om hegemonisk maskulinitet som teoretisk grunnlag, og sett på hva som kan være virkestoffet til Guttas Campus. Jeg har funnet at relasjons- og tillitsbygging, arbeid med karakterstyrker, og læringsmiljø tuftet på guttenes kollektiv som grunner til guttenes faglige forbedring i løpet av den to ukers lange campen.",,,"MGUSA550",,"https://hdl.handle.net/11250/3082152","nob",,"Høgskulen på Vestlandet","http://creativecommons.org/licenses/by/4.0/deed.no","Navngivelse 4.0 Internasjonal",,,,"Guttas campus","Master thesis"
"84ab2ba7-0d70-4b61-880c-d1ccc86efc1c","11250/152233","Fiske, Guro Tennefoss","2023",,"The theme for this master’s thesis is education and culture. The overall objective of this thesis
was to do an in-depth study of a group of Maasai on how they perceive secondary and higher
education in relation to their culture. The Maasai are well known in tourism, but very little
research has been conducted involving them. The Maasai are historically known to be
reluctant to accept formal education, but this seems to be changing. The Maasai traditional
lifestyle is under pressure due to globalization, climate change, and ongoing land conflicts.
This thesis explores if these changes have affected their acceptance of formal education.
The data was collected during one-and-a-half-month fieldwork conducted in Northern
Tanzania. The first three weeks were spent in a secondary school with predominantly Maasai
students, where I had field conversations and participatory observation. The following weeks
were spent in a rural Maasai village, where I conducted interviews, field conversations, and
participatory observation.
To understand how the Maasai perceive secondary and higher education in relation to their
culture, I have examined what factors make them embrace or be reluctant towards education
and how they view the importance and relevance of education. In addition, I have used
Bourdieu´s forms of capital to discuss how the Maasais can gain or lose capital due to
education and discussed culture through Thomas Hylland Eriksen's definitions.
The main conclusion is that the Maasai perceive secondary and higher education as necessary
to maintain their culture and traditional lifestyle. While some Maasais might still be reluctant
towards formal education, it is considered an essential key to the Maasai culture´s existence.",,,"MGUSA550","Master of Social Science in Education
Department of Pedagogy, Religion and Social Science Faculty of Education, Arts and Sports","https://hdl.handle.net/11250/3082151","eng",,"Høgskulen på Vestlandet","http://creativecommons.org/licenses/by/4.0/deed.no","Navngivelse 4.0 Internasjonal",,,,"An insect under the elephant: Maasai perception of education in relation to their culture","Master thesis"
"4f85b156-2bea-4582-95a8-e754f7526b90","11250/2473194","Gjeraker, Amalie Røed","2023",,"Kroppsøvingsfaglig forskningslitteratur i Norge viser seg mangelfull. Spesielt gjelder dette forskning omkring vurdering i kroppsøvingsfaget. Eksisterende forskning på området indikerer en overvekt av studier som undersøker opplevelser og erfaringer fra et lærerperspektiv fremfor et elevperspektiv. I tillegg til dette, tyder det på at store deler av den forskningen som tar utgangspunkt i elevperspektivet, bruker elever fra den videregående skolen. Denne masteroppgaven ønsker av den grunn å forske på ungdomsskoleelevers opplevelser og erfaringer vedrørende vurdering i kroppsøvingsfaget.
Formålet med denne masteroppgaven er å innhente informasjon om et utvalg av elever fra 10. trinn sine opplevelser og erfaringer knyttet til vurdering i kroppsøving. Følgende temaer vil bli fremhevet, og fokuset vil være rettet mot kroppsøvingsfaget: kjennskap til kompetansemål og mål, formativ vurdering og underveisvurdering, vektlegging av faktorer ved vurdering og vurdering i form av tallkarakter.
Utvalget består av seks elever fra 10. trinn ved tre forskjellige skoler i Bergensområdet. For å belyse masteroppgavens problemstilling og tilhørende forskningsspørsmål, er det valgt å benytte en kvalitativ tilnærming i form av intervju.
Resultatene i denne masteroppgaven indikerer at informantene opplever seg lite inkludert i vurderingsarbeidet og at informasjon om kompetansemål og vurderingskriterier fremstår som mangelfull. Informantene ga uttrykk for dårlig kjennskap til fagets kompetansemål og stor usikkerhet i forbindelse med hva som blir forventet av dem i faget. Samtlige informanter erfarer likevel at både innsats, fair play og ferdigheter er faktorer som legges vekt på ved vurderingen av dem i faget. Det kom også frem at informantene opplever underveisvurderingen som fraværende og at tilbakemeldinger de får i faget ikke er fremoverrettet.
Nøkkelord: Kroppsøving, Vurdering, Formativ vurdering, Underveisvurdering, VfL, Kompetansemål, Karakter, Kriterier for måloppnåelse",,,"MGUKØ550","Grunnskolelærerutdanning 5.-10. trinn Fakultet for lærerutdanning, kultur og idrett (FLKI)
Institutt for idrett, kosthold og naturfag","https://hdl.handle.net/11250/3104672","nob",,"Høgskulen på Vestlandet","http://creativecommons.org/licenses/by/4.0/deed.no","Navngivelse 4.0 Internasjonal",,,"Assessment in physical education from a student´s perspective – A qualitative study on a selection of students from 10th grade about their experiences with assessment in physical education","Vurdering i kroppsøving fra et elevperspektiv – En kvalitativ studie om et utvalg av elever fra 10. trinn sine erfaringer og opplevelser med vurdering i kroppsøving","Master thesis"
"8b938dc3-fd2d-4c3d-a552-c8d7c04e70ae","11250/2473201","Rasmussen, Ingvild Ramstad","2023",,"Denne oppgaven undersøker hvordan karakterer med transidentitet fremstilles i nyere norsk barnelitteratur. Kjønnsidentitet er en tematikk som blir stadig mer aktuell, og som har blitt viet et stort fokus i samfunnsdebatten. I skolen kan vi se at det gjennom den nye læreplanen blir lagt vekt på den sentrale rollen kunnskap om kjønnsmangfoldet har for elevenes identitetsutvikling, ved at elevene skal tilegne seg kunnskap og forståelse for verdien av dette mangfoldet. Videre kan vi se at det i norskfagets kjerneelementer kommer til uttrykk at lesing av skjønnlitterære tekster kan bidra til å gi elevene innblikk i andre menneskers utfordringer og livssituasjoner. Jeg retter derfor også et blikk i denne oppgaven på hvordan litteraturen kan fungere som representasjon for unge transpersoner, og åpne opp for samtale om identitet og mangfold i skolen. 
Til tross for at det de siste årene har vært en økt utgivelse av litteratur som omhandler denne tematikken, kan vi se at det likevel er begrenset med norsk barnelitteratur der karakterene opplever kjønnsinkongruens og har en transidentitet. Tilsvarende er det lite tidligere forskning som retter søkelys på transkarakterene i barnelitteraturen. Det er derfor interessant å undersøke hvordan disse karakterene blir fremstilt overfor barneleseren. Prosjektet tar utgangspunkt i en lesning av de to norske barnebøkene Vi skulle vært løver og Jeg er Leona. Begge bøkene er skrevet av Line Baugstø, og tar for seg transtematikken gjennom vårt møte med Leona som er født i feil kropp. Her følger vi transjenta sin hverdag i overgangen fra barneskole til ungdomsskole, og får et innblikk i utfordringer hun har knyttet til egen identitet. Metoden jeg benytter i denne oppgaven er litterær analyse, der jeg i mine analyser vil rette søkelyset på karakterskildringene av Leona i de to bøkene. Jeg kommer i denne oppgaven derfor til å plassere meg innenfor feltene kjønnsforskning og forskning på barnelitteratur, der jeg da vil befinne meg i skjæringspunktet hvor disse to møtes. 
Funn i nærlesingene viser at karakteren Leona bryter med klisjeen om å være et offer, selv om hun også opplever motstand og mobbing. Hun fremstilles som en sterk kvinnelig protagonist, og har et trygt nettverk av nære venner og familie. I undersøkelsene kommer det også frem at vendepunktet til plottet ikke samsvarer med vendepunktet i karakterutviklingen til Leona i den første boken. Dette underbygger en klisje der vendepunktet handler om at transpersonen «kommer ut» til de andre karakterene, men fungerer i denne boken fordi det oppleves fra Malin (venninnen) sin synsvinkel. Bøkene viser til et tydelig verdisystem, der voksenstemmen og verdiene til forfatteren skinner igjennom. Videre finner vi at bøkene til Line Baugstø understreker stereotypi og det tradisjonelle kjønnsrollesynet i sine beskrivelser av Leona, til tross for at de prøver å fremme mangfold og at Leona selv får velge eget kjønn og fremtoning",,,"MGBNO550","Master i grunnskolelærerutdanning 1. - 7. trinn, norsk. Høgskulen på Vestlandet, campus Bergen","https://hdl.handle.net/11250/3101145","nob",,"Høgskulen på Vestlandet","http://creativecommons.org/licenses/by/4.0/deed.no","Navngivelse 4.0 Internasjonal",,"grunnskolelærerutdanning||norskfaget||barnelitteratur||transpersoner||kjønnsidentitet","Who is Leona? A character study of transgender people in Norwegian children`s literature","Hvem er Leona? En karakterstudie av transpersoner i norsk barnelitteratur","Master thesis"
